String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI
"<b>Hermand, J.-P.; Absil, F.G.J.</b> (2001). Coastal seabed tomography by inversion of drifting acoustic buoys data. <i>J. Acoust. Soc. Am. 110(5)</i>: 2723","Hermand, J.-P.; Absil, F.G.J.",2001,Coastal seabed tomography by inversion of drifting acoustic buoys data,,The Journal of the Acoustical Society of America,,,110,5,2723,
"<b>Cantell, C.-E.</b> (1998). The anatomy and taxonomy of <i>Amorphonemertes kubergensis</i> gen. et sp. nov. (Nemertini) from the Tromsø area (Norway). <i>Sarsia 83</i>: 293-300","Cantell, C.-E.",1998,The anatomy and taxonomy of <i>Amorphonemertes kubergensis</i> gen. et sp. nov. (Nemertini) from the Tromsø area (Norway),,Sarsia,,,83,,293-300,
"<b>Van Mierlo, C.J.</b> (1908). Le port de Heyst. <i>Ann. Assoc. Ing. sortis Ec. spéc. Gand I(3)</i>: 199-282 + 3 plates","Van Mierlo, C.J.",1908,Le port de Heyst,,Annuaire de l'Association des Ingénieurs sortis des Ecoles spéciales de Gand,,,I,3,199-282 + 3 plates,
FAO Documentation: Current Index(Cumulative) = Documentation de la FAO: Index courant(Cumulatif) = Documentacion de la FAO: Indice corriente (Acumulativo). FAO: Rome,,,FAO Documentation: Current Index(Cumulative) = Documentation de la FAO: Index courant(Cumulatif) = Documentacion de la FAO: Indice corriente (Acumulativo),,,FAO,Rome,,,,
"<b>Castaneda, I.S.; Werne, J.P.; Johnson, T.C.</b> (2011). Organic geochemical records from Lake Malawi (East Africa) of the last 700 years, part II: biomarker evidence for recent changes in primary productivity. <i>Palaeogeogr. Palaeoclimatol. Palaeoecol. 303(1-4)</i>: 140-154. <a href=""http://dx.doi.org/10.1016/j.palaeo.2010.01.006"" target=""_blank"">dx.doi.org/10.1016/j.palaeo.2010.01.006</a>","Castaneda, I.S.; Werne, J.P.; Johnson, T.C.",2011,"Organic geochemical records from Lake Malawi (East Africa) of the last 700 years, part II: biomarker evidence for recent changes in primary productivity",,"Palaeogeography, Palaeoclimatology, Palaeoecology",,,303,1-4,140-154,https://dx.doi.org/10.1016/j.palaeo.2010.01.006
"<b>Härkönen, T.</b> (1991). The harbour seal <i>Phoca vitulina</i> as a predator in the Skagerrak. <i>Ophelia 34(3)</i>: 191-207","Härkönen, T.",1991,The harbour seal <i>Phoca vitulina</i> as a predator in the Skagerrak,,Ophelia: International Journal of Marine Biology,,,34,3,191-207,
"<b>Olafsson, E.; Elmgren, R.; Papkosta, O.</b> (1993). Effects of the deposit-feeding benthic bivalve <i>Macoma balthica</i> on meiobenthos. <i>Oecologia 93(4)</i>: 457-462","Olafsson, E.; Elmgren, R.; Papkosta, O.",1993,Effects of the deposit-feeding benthic bivalve <i>Macoma balthica</i> on meiobenthos,,Oecologia,,,93,4,457-462,
"<b>Mennen, W.; Warmoes, T.; Awouters, R.; Denayer, B.</b> (2003). Nieuwe kansen voor de Jeker vanuit Vlaams perspectief, <b><i>in</i></b>: <i>Nieuwe kansen voor de Jeker, internationaal symposium = nouvelles chances pour le Geer, symposium international.</i> pp. [1-15]","Mennen, W.; Warmoes, T.; Awouters, R.; Denayer, B.",2003,Nieuwe kansen voor de Jeker vanuit Vlaams perspectief,"Nieuwe kansen voor de Jeker, internationaal symposium = nouvelles chances pour le Geer, symposium international",,,,,,[1-15],
"<b>Greathead, C.; Magni, P.; Vanaverbeke, J.; Buhl-Mortensen, L.; Janas, U.; Blomqvist, M.; Craeymeersch, J.A.; Dannheim, J.; Darr, A.; Degraer, S.; Desroy, N.; Donnay, A.; Griffiths, Y.; Guala, I.; Guérin, L.; Hinchen, H.; Labrune, C.; Reiss, H.; Van Hoey, G.; Birchenough, S.N.R.</b> (2020). A generic framework to assess the representation and protection of benthic ecosystems in European marine protected areas. <i>Aquat. Conserv. 30(7)</i>: 1253-1275. <a href=""https://hdl.handle.net/10.1002/aqc.3401"" target=""_blank"">https://hdl.handle.net/10.1002/aqc.3401</a>","Greathead, C.; Magni, P.; Vanaverbeke, J.; Buhl-Mortensen, L.; Janas, U.; Blomqvist, M.; Craeymeersch, J.A.; Dannheim, J.; Darr, A.; Degraer, S.; Desroy, N.; Donnay, A.; Griffiths, Y.; Guala, I.; Guérin, L.; Hinchen, H.; Labrune, C.; Reiss, H.; Van Hoey, G.; Birchenough, S.N.R.",2020,A generic framework to assess the representation and protection of benthic ecosystems in European marine protected areas,,Aquatic Conservation: Marine and Freshwater Ecosystems,,,30,7,1253-1275,https://hdl.handle.net/10.1002/aqc.3401
"(1975). Neptunus 22(153). <i>Neptunus (Zeebrugge)</i>, 22(153). Neptunus (vzw): Oostende.  68 pp.",,1975,Neptunus 22(153),,Neptunus (Zeebrugge),Neptunus (vzw),Oostende,22,153,68,
"<b>Loy, F.E.</b> (2000). Keynote address, <b><i>in</i></b>: Nordquist, M.H. <i>et al.</i> (Ed.) <i>Current fisheries issues and the Food and Agriculture Organization of the United Nations. Center for Oceans Law and Policy,</i> 5: pp. 7-15","Loy, F.E.",2000,Keynote address,Current fisheries issues and the Food and Agriculture Organization of the United Nations,Center for Oceans Law and Policy,,,,,7-15,
"(2005). EEA core set of indicators guide. <i>EEA Technical Report</i>, 2005(1). European Environment Agency: Copenhagen. ISBN 92-9167-757-4. 37 pp.",,2005,EEA core set of indicators guide,,EEA Technical Report,European Environment Agency,Copenhagen,2005,1,37,
"<b>Suárez-Morales, E.</b> (2000). Taxonomic report on some monstrilloids (Copepoda, Monstrilloida) from Toulon Bay, France. <i>Bull. K. Belg. Inst. Nat. Wet. 70</i>: 107-118","Suárez-Morales, E.",2000,"Taxonomic report on some monstrilloids (Copepoda, Monstrilloida) from Toulon Bay, France",,Bulletin. Institut Royal des Sciences Naturelles de Belgique. Mededelingen. Koninklijk Belgisch Instituut voor Natuurwetenschappen,,,70,,107-118,
"<b>Padros, F.; Sala, R.; Crespo, S.</b> (1991). Organogenesis in turbot <i>Scophthalmus maximus</i>, larvae related to the main developmental stages, <b><i>in</i></b>: Lavens, P. <i>et al.</i> (Ed.) <i>Larvi '91. Short communications and abstracts of contributions presented at the international Symposium on Fish and Crustacean Larviculture. Gent, Belgium, August 27-30, 1991. EAS Special Publication,</i> 15: pp. 213-215","Padros, F.; Sala, R.; Crespo, S.",1991,"Organogenesis in turbot <i>Scophthalmus maximus</i>, larvae related to the main developmental stages","Larvi '91. Short communications and abstracts of contributions presented at the international Symposium on Fish and Crustacean Larviculture. Gent, Belgium, August 27-30, 1991",EAS Special Publication,,,,,213-215,
"<b>Jouta, J.</b> (2019). The tell-tale isotopes: Towards indicators of the health of the Wadden Sea ecosystem. PhD Thesis. University of Groningen: Groningen. ISBN 9789403413471. 211 pp. <a href=""https://hdl.handle.net/11370/af1de32d-eca2-4bf9-9870-906dcffaa82a"" target=""_blank"">https://hdl.handle.net/11370/af1de32d-eca2-4bf9-9870-906dcffaa82a</a>","Jouta, J.",2019,The tell-tale isotopes: Towards indicators of the health of the Wadden Sea ecosystem,,,University of Groningen,Groningen,,,211,https://hdl.handle.net/11370/af1de32d-eca2-4bf9-9870-906dcffaa82a
"<b>Oudot, J.; Van Praët, M.; Féral, J.-P.; Fusey, P.; Gaill, F.</b> (1981). Evolution de la contamination et de l'épuration des invertébrés marins apres l'échouage de l'<i>Amoco Cadiz</i>, <b><i>in</i></b>: Conan, G. <i>et al.</i> (Ed.) <i><i>Amoco Cadiz</i>: Fates and Effects of the Oil Spill. Proceedings of the International Symposium. Centre Océanologique de Bretagne, Brest (France), November 19-22, 1979. Actes de Colloques - IFREMER,</i> : pp. 655-665","Oudot, J.; Van Praët, M.; Féral, J.-P.; Fusey, P.; Gaill, F.",1981,Evolution de la contamination et de l'épuration des invertébrés marins apres l'échouage de l'<i>Amoco Cadiz</i>,"<i>Amoco Cadiz</i>: Fates and Effects of the Oil Spill. Proceedings of the International Symposium. Centre Océanologique de Bretagne, Brest (France), November 19-22, 1979",Actes de Colloques - IFREMER,,,,,655-665,
"<b>Donné, R.</b> (2012). De studie van slaap en slaapstoornissen aan boord. MSc Thesis. Hogere Zeevaartschool: Antwerpen.  89 pp.","Donné, R.",2012,De studie van slaap en slaapstoornissen aan boord,,,Hogere Zeevaartschool,Antwerpen,,,89,
"<b>Akamatsu, T.; Hatakeyama, Y.; Kojima, T.; Soeda, H.</b> (1994). Echolocation rates of two harbor porpoises (<i>Phocoena phocoena</i>). <i>Mar. Mamm. Sci. 10(4)</i>: 401-411. <a href=""http://hdl.handle.net/10.1111/j.1748-7692.1994.tb00497.x"" target=""_blank"">hdl.handle.net/10.1111/j.1748-7692.1994.tb00497.x</a>","Akamatsu, T.; Hatakeyama, Y.; Kojima, T.; Soeda, H.",1994,Echolocation rates of two harbor porpoises (<i>Phocoena phocoena</i>),,Marine Mammal Science,,,10,4,401-411,http://hdl.handle.net/10.1111/j.1748-7692.1994.tb00497.x
"<b>Verreydt, J.</b> (1963). Industriële regeltoestellen: de regelkleppen, <b><i>in</i></b>: <i>Industriële meet- en regeltechniek: deel I. Meettechniek [CURSUS].</i> pp. 52","Verreydt, J.",1963,Industriële regeltoestellen: de regelkleppen,Industriële meet- en regeltechniek: deel I. Meettechniek [CURSUS],,,,,,52,
"<b>Vanhaelen, M.-Th.</b> (2006). Een buitengewone zomerstranding van levende nonnetjes <i>Macoma baltica</i> te Koksijde en Oostduinkerke in 2006. <i>De Strandvlo 26(4)</i>: 144-146","Vanhaelen, M.-Th.",2006,Een buitengewone zomerstranding van levende nonnetjes <i>Macoma baltica</i> te Koksijde en Oostduinkerke in 2006,,De Strandvlo: Driemaandelijks Tijdschrift van De Strandwerkgroep België,,,26,4,144-146,
"<b>Claessens, J.; Meyvis, L.</b> (1993). De afvoer van de Schelde in 1992. <i>Verslag. Antwerpse Zeediensten</i>, 93/04. Ministerie van Openbare Werken. Antwerpse Zeediensten: Antwerpen.  3 + appendices pp.","Claessens, J.; Meyvis, L.",1993,De afvoer van de Schelde in 1992,,Verslag. Antwerpse Zeediensten,Ministerie van Openbare Werken. Antwerpse Zeediensten,Antwerpen,93/04,,3 + appendices,
"<b>D'Ancona, U.</b> (1934). <i>Blennius galerita</i> Linnaeus 1766, <b><i>in</i></b>:  (1927-1935). <i>Faune et flore de la Méditerranée: Pisces; Teleostei. Faune et flore de la Méditerranée,</i> 11-17: pp. 1sheet, 2pages","D'Ancona, U.",1934,<i>Blennius galerita</i> Linnaeus 1766,Faune et flore de la Méditerranée: Pisces; Teleostei,Faune et flore de la Méditerranée,,,,,"1sheet, 2pages",
"<b>Wartel, S.</b> (1971). Stratigrafisch en sedimentologisch onderzoek van de opbouw van het Schelde-estuarium: rapport 9. Studie van het sedimenttransport tussen de Rupelmonding en de rede van Antwerpen: slibbewegingen in de omgeving van de E3-tunnel. Katholieke Universiteit Leuven. Fakulteit der Wetenschappen. Geologisch Instituut: Leuven.  18 + 20 bijl., 1 map (krtn.) pp.","Wartel, S.",1971,Stratigrafisch en sedimentologisch onderzoek van de opbouw van het Schelde-estuarium: rapport 9. Studie van het sedimenttransport tussen de Rupelmonding en de rede van Antwerpen: slibbewegingen in de omgeving van de E3-tunnel,,,Katholieke Universiteit Leuven. Fakulteit der Wetenschappen. Geologisch Instituut,Leuven,,,"18 + 20 bijl., 1 map (krtn.)",
"<b>Maes, R.</b> (1994). Jan Marotte, een Leffingse soldaat van Napoleon. <i>Graningate 14(54)</i>: 41-44","Maes, R.",1994,"Jan Marotte, een Leffingse soldaat van Napoleon",,Graningate: driemaandelijks tijdschrift van de Middelkerkse Heemkring Graningate,,,14,54,41-44,
"<b>Sabatini, M.; Alvarez Colombo, G.L.; Ramirez, F.</b> (1999). Zooplankton biomass in the reproductive area of the southern blue whiting (<i>Micromesistius australis</i>). <i>INIDEP doc. cient. 5</i>: 23-35","Sabatini, M.; Alvarez Colombo, G.L.; Ramirez, F.",1999,Zooplankton biomass in the reproductive area of the southern blue whiting (<i>Micromesistius australis</i>),,INIDEP Documento Científico,,,5,,23-35,
"<b>Hampton, J.</b> (2000). Natural mortality rates in tropical tunas: size really does matter. <i>Can. J. Fish. Aquat. Sci. 57(5)</i>: 1002-1010","Hampton, J.",2000,Natural mortality rates in tropical tunas: size really does matter,,Canadian Journal of Fisheries and Aquatic Sciences = Journal canadien des sciences halieutiques et aquatiques,,,57,5,1002-1010,
"<b>Kim, H.S.; Kim, H.; Yang, D.; Yoon, Y.H.</b> (2020). Spatio-temporal distribution patterns of phytoplankton community and the characteristics of biological oceanographic environments in the Geum river estuary, West Sea of Korea in 2018. <i>Korean J. Environ. Biol. 38(2)</i>: 254-270. <a href=""https://hdl.handle.net/10.11626/kjeb.2020.38.2.254"" target=""_blank"">https://hdl.handle.net/10.11626/kjeb.2020.38.2.254</a>","Kim, H.S.; Kim, H.; Yang, D.; Yoon, Y.H.",2020,"Spatio-temporal distribution patterns of phytoplankton community and the characteristics of biological oceanographic environments in the Geum river estuary, West Sea of Korea in 2018",,Korean Journal of Environmental Biology,,,38,2,254-270,https://hdl.handle.net/10.11626/kjeb.2020.38.2.254
"<b>Mucharin, A.; Sukkasem, W.</b> (2008). Occurrence of <i>Holothuria (Metriatyla) scabra</i> Jaeger, 1833 (Echinodermata: Holothuroidea) at Mu Ko Man, Rayong Province, Southeast Thailand. <i>Thail. Nat. Hist. Mus. J. 3(1)</i>: 65-67","Mucharin, A.; Sukkasem, W.",2008,"Occurrence of <i>Holothuria (Metriatyla) scabra</i> Jaeger, 1833 (Echinodermata: Holothuroidea) at Mu Ko Man, Rayong Province, Southeast Thailand",,The Thailand Natural History Museum Journal,,,3,1,65-67,
"<b>Hilton-Taylor, C.</b> (2000). 2000 IUCN Red list of threatened species. IUCN Conservation Monitoring Centre: Gland. ISBN 2-8317-0564-9. 61 pp.","Hilton-Taylor, C.",2000,2000 IUCN Red list of threatened species,,,IUCN Conservation Monitoring Centre,Gland,,,61,
(1975). Britse producenten gewonnen voor een grote uitbreiding van de territoriale wateren. <i>Visserijblad (Oostende) 42(41)</i>: 9,,1975,Britse producenten gewonnen voor een grote uitbreiding van de territoriale wateren,,Het Visserijblad,,,42,41,9,
Revista Pos Ciencias Sociais: San Luis.  ISSN 1983-4527,,300000,Revista Pos Ciencias Sociais,,,,San Luis,,,,
"<b>Verheyen, R.</b> (1989). Ecologisch onderzoek aan het Departement Biologie van de UIA op de Kalmthoutse Heide. <i>Biol. Jb. Dodonaea 56</i>: 20-21","Verheyen, R.",1989,Ecologisch onderzoek aan het Departement Biologie van de UIA op de Kalmthoutse Heide,,Biologisch Jaarboek (Dodonaea),,,56,,20-21,
"<b>Jensen, H.M.; Gillin, J.; Jones, J.; Roose, P.</b> (2006). Overcoming obstacles to data integration: a case history. <i>CM Documents - ICES</i>, CM 2006(M:16). ICES: Copenhagen.  10 pp.","Jensen, H.M.; Gillin, J.; Jones, J.; Roose, P.",2006,Overcoming obstacles to data integration: a case history,,CM Documents - ICES,ICES,Copenhagen,CM 2006,M:16,10,
"<b>Bloklander, G.; Lucas, J.</b> (1949). Wat de herfststormen ons brachten in 1948 (vervolg). <i>Het Zeepaard 9(7-8)</i>: 52-55","Bloklander, G.; Lucas, J.",1949,Wat de herfststormen ons brachten in 1948 (vervolg),,Het Zeepaard,,,9,7-8,52-55,
"<b>Van Deurs, M.; Behrens, J.W.; Warnar, T.; Steffensen, J.F.</b> (2011). Primary versus secondary drivers of foraging activity in sandeel schools (<i>Ammodytes tobianus</i>). <i>Mar. Biol. (Berl.) 158(8)</i>: 1781-1789. <a href=""http://hdl.handle.net/10.1007/s00227-011-1691-x"" target=""_blank"">http://hdl.handle.net/10.1007/s00227-011-1691-x</a>","Van Deurs, M.; Behrens, J.W.; Warnar, T.; Steffensen, J.F.",2011,Primary versus secondary drivers of foraging activity in sandeel schools (<i>Ammodytes tobianus</i>),,Marine Biology,,,158,8,1781-1789,http://hdl.handle.net/10.1007/s00227-011-1691-x
"(2004). Caring for the sea: accomplishments, activities and future of the United Nations GESAMP. <i>IOC Information Documents</i>, 1197. UNESCO: Paris.  14 pp.",,2004,"Caring for the sea: accomplishments, activities and future of the United Nations GESAMP",,IOC Information Documents,UNESCO,Paris,1197,,14,
"(1999). 13th Biennial Conference on the Biology of Marine Mammals: abstracts. Wailea, Maui, Hawaii, 28 November-3 December, 1999. Society for Marine Biology: [s.l.].  226 pp.",,1999,"13th Biennial Conference on the Biology of Marine Mammals: abstracts. Wailea, Maui, Hawaii, 28 November-3 December, 1999",,,Society for Marine Biology,,,,226,
"<b>Visser, J.; Rook, G.J.</b> (1983). Enkele aspecten van de geschiktheid van het speciedepot op de Molenplaat voor de aanleg van een 'energieplantage'. Ministerie van Verkeer en Waterstaat, Rijksdienst voor de IJsselmeerpolders (RIJP): Lelystad.  3 + bijlagen pp.","Visser, J.; Rook, G.J.",1983,Enkele aspecten van de geschiktheid van het speciedepot op de Molenplaat voor de aanleg van een 'energieplantage',,,"Ministerie van Verkeer en Waterstaat, Rijksdienst voor de IJsselmeerpolders (RIJP)",Lelystad,,,3 + bijlagen,
"<b>Everaert, G.; De Laender, F.; Goethals, P.L.M.; Janssen, C.R.</b> (2016). The biological pollutant pump: how a phytoplankton bloom alters the concentrations of organic chemicals in the marine environment. Poster at the VLIZ Marine Scientist Day 12 February 2016. Laboratory of Environmental Toxicology and Aquatic Ecology: Gent.  1 poster pp.","Everaert, G.; De Laender, F.; Goethals, P.L.M.; Janssen, C.R.",2016,The biological pollutant pump: how a phytoplankton bloom alters the concentrations of organic chemicals in the marine environment,,,Laboratory of Environmental Toxicology and Aquatic Ecology,Gent,,,1 poster,
"<b>Ousterhout, L.E.; Snyder, D.G.</b> (1962). Effects of processing on the nutritive value of fish products in animal nutrition, <b><i>in</i></b>: Heen, E. <i>et al.</i> <i>Fish in nutrition.</i> pp. 303-309","Ousterhout, L.E.; Snyder, D.G.",1962,Effects of processing on the nutritive value of fish products in animal nutrition,Fish in nutrition,,,,,,303-309,
"<b>Devos, G.</b> (1995). Op de golven van de conjunctuur 1918-1929, <b><i>in</i></b>: Devos, G. <i>et al.</i> <i>CMB 100: een eeuw maritiem ondernemersschap 1895-1995.</i> pp. 70-95","Devos, G.",1995,Op de golven van de conjunctuur 1918-1929,CMB 100: een eeuw maritiem ondernemersschap 1895-1995,,,,,,70-95,
"<b>Hengst, P.</b> (1989). Scheepvaartverkeer bij sluizen en bruggen in Zeeland: kerncijfers 1988. Ministerie van Verkeer en Waterstaat, Rijkswaterstaat, Directie Zeeland (RWS, ZL): Middelburg.  16 + tab. + fig. + bijl. pp.","Hengst, P.",1989,Scheepvaartverkeer bij sluizen en bruggen in Zeeland: kerncijfers 1988,,,"Ministerie van Verkeer en Waterstaat, Rijkswaterstaat, Directie Zeeland (RWS, ZL)",Middelburg,,,16 + tab. + fig. + bijl.,
"<b>Hulpiau, P.; van Roy, F.</b> (2011). New insights into the evolution of Metazoan cadherins. <i>Mol. Biol. Evol. 28(1)</i>: 647-657. <a href=""http://dx.doi.org/10.1093/molbev/msq233"" target=""_blank"">dx.doi.org/10.1093/molbev/msq233</a>","Hulpiau, P.; van Roy, F.",2011,New insights into the evolution of Metazoan cadherins,,Molecular Biology and Evolution,,,28,1,647-657,https://dx.doi.org/10.1093/molbev/msq233
"<b>Engels, J.; Vereecken, H.</b> (2005). Levering van meetapparatuur voor de uitbreiding van het hydrologisch meetnet op de niet tijgebonden bevaarbare waterlopen (bestek nr. 16EB/05/17). Waterbouwkundig Laboratorium en Hydrologisch Onderzoek: Borgerhout.","Engels, J.; Vereecken, H.",2005,Levering van meetapparatuur voor de uitbreiding van het hydrologisch meetnet op de niet tijgebonden bevaarbare waterlopen (bestek nr. 16EB/05/17),,,Waterbouwkundig Laboratorium en Hydrologisch Onderzoek,Borgerhout,,,,
"<b>Jacobs, P.; Sevens, E.</b> (1994). Sedimentation model of Eocene continental shelf deposits offshore the Belgian coast. <i>Bull. Belg. Ver. Geologie = Bull. Soc. Belg. Geol. 102(1-2)</i>: 252-253","Jacobs, P.; Sevens, E.",1994,Sedimentation model of Eocene continental shelf deposits offshore the Belgian coast,,Bulletin van de Belgische Vereniging voor Geologie = Bulletin de la Société Belge de Géologie,,,102,1-2,252-253,
Psychiatria Polska: Cracow.  ISSN 0033-2674,,300000,Psychiatria Polska,,,,Cracow,,,,
Aquaculture Series. Kluwer Academic Publishers: Dordrecht,,1994,Aquaculture Series,,,Kluwer Academic Publishers,Dordrecht,,,,
"<b>Massin, C.</b> (1998). Les échinodermes, <b><i>in</i></b>: Sheridan, R. <i>et al.</i> <i>Guide de la faune et flore sous-marines de Zélande.</i> pp. 234-245","Massin, C.",1998,Les échinodermes,Guide de la faune et flore sous-marines de Zélande,,,,,,234-245,
"<b>Lercari, D.; Defeo, O.; Celentano, E.</b> (2002). Consequences of a freshwater canal discharge on the benthic community and its habitat on an exposed sandy beach. <i>Mar. Pollut. Bull. 44(12)</i>: 1397-1404. <a href=""http://hdl.handle.net/10.1016/S0025-326X(02)00304-1"" target=""_blank"">hdl.handle.net/10.1016/S0025-326X(02)00304-1</a>","Lercari, D.; Defeo, O.; Celentano, E.",2002,Consequences of a freshwater canal discharge on the benthic community and its habitat on an exposed sandy beach,,Marine Pollution Bulletin,,,44,12,1397-1404,http://hdl.handle.net/10.1016/S0025-326X(02)00304-1
"<b>Carmin, Jos.</b> (1934). Algae of Palestinian shores. <i>Bull. Inst. Océanogr. Monaco 653</i>: 1-7","Carmin, Jos.",1934,Algae of Palestinian shores,,"Bulletin de l'Institut océanographique, Monaco",,,653,,1-7,
"<b>Costencu, V.; Niculescu, A.</b> (1996-1997). Installation de télévision subaquatique. <i>Cercet. Mar./Rech. Mar. 29-30</i>: 423-427","Costencu, V.; Niculescu, A.",1996,Installation de télévision subaquatique,,Cercetari Marine = Recherches Marines,,,29-30,,423-427,
European Science Foundation Social Science Programme: Newsletter. European Science Foundation (ESF): Norwich,,,European Science Foundation Social Science Programme: Newsletter,,,European Science Foundation (ESF),Norwich,,,,
"<b>Debo, R.</b> (2007). De Oostendse oesterputten: aflevering 3. <i>Gidsenbl. Lange Nelle 19(1)</i>: 4-7","Debo, R.",2007,De Oostendse oesterputten: aflevering 3,,Gidsenblad Lange Nelle,,,19,1,4-7,
"<b>Rathburn, A.E.; Levin, L.A.; Held, Z.; Lohmann, K.C.</b> (2000). Benthic foraminifera associated with cold methane seeps on the northern California margin: ecology and stable isotopic composition. <i>Mar. Micropaleontol. 38</i>: 247-266","Rathburn, A.E.; Levin, L.A.; Held, Z.; Lohmann, K.C.",2000,Benthic foraminifera associated with cold methane seeps on the northern California margin: ecology and stable isotopic composition,,Marine Micropaleontology,,,38,,247-266,
"<b>Welsch, U.; Heinzeller, T.; Cobb, J.L.S.</b> (1990). Ultrastructure and innervation of ligament connective tissue in <i>Antedon bifida</i> and <i>Decametra</i> sp., <b><i>in</i></b>: De Ridder, C. <i>et al.</i> (Ed.) <i>Echinoderm Research. Proceedings of the Second European Conference on Echinoderms, Brussels, Belgium, 18-21 September 1989.</i> pp. 295-300","Welsch, U.; Heinzeller, T.; Cobb, J.L.S.",1990,Ultrastructure and innervation of ligament connective tissue in <i>Antedon bifida</i> and <i>Decametra</i> sp.,"Echinoderm Research. Proceedings of the Second European Conference on Echinoderms, Brussels, Belgium, 18-21 September 1989",,,,,,295-300,
"<b>Dehorne, A.</b> (1925). Observations sur la biologie de <i>Nereis diversicolor</i>. <i>C.R. Hebd. Acad. Sci. 180(19)</i>: 1441-1443","Dehorne, A.",1925,Observations sur la biologie de <i>Nereis diversicolor</i>,,Comptes Rendus Hebdomadaires des Séances de l'Académie des Sciences,,,180,19,1441-1443,
"<b>Larmuseau, M.H.D.; Guelinckx, J.; Hellemans, B.; Van Houdt, J.K.J.; Volckaert, F.A.M.</b> (2008). Fast PCR-RFLP method facilitates identification of <i>Pomatoschistus</i> species from the North Atlantic. <i>J. Appl. Ichthyol. 24(3)</i>: 342-344. <a href=""https://dx.doi.org/10.1111/j.1439-0426.2008.01059.x"" target=""_blank"">https://dx.doi.org/10.1111/j.1439-0426.2008.01059.x</a>","Larmuseau, M.H.D.; Guelinckx, J.; Hellemans, B.; Van Houdt, J.K.J.; Volckaert, F.A.M.",2008,Fast PCR-RFLP method facilitates identification of <i>Pomatoschistus</i> species from the North Atlantic,,Journal of Applied Ichthyology = Zeitschrift für angewandte Ichthyologie,,,24,3,342-344,https://dx.doi.org/10.1111/j.1439-0426.2008.01059.x
"<b>Davies, I.M.</b> (2000). Waste production by farmed Atlantic salmon (<i>Salmo salar</i>) in Scotland. <i>CM Documents - ICES</i>, CM 2000(O:01). International Council for the Exploration of the Sea: Copenhagen.  6 + annexes pp.","Davies, I.M.",2000,Waste production by farmed Atlantic salmon (<i>Salmo salar</i>) in Scotland,,CM Documents - ICES,International Council for the Exploration of the Sea,Copenhagen,CM 2000,O:01,6 + annexes,
"<b>Basher, Z.; Costello, M.J.</b> (2016). The past, present and future distribution of a deep-sea shrimp in the Southern Ocean. <i>PeerJ 4</i>: e1713. <a href=""http://hdl.handle.net/10.7717/peerj.1713"" target=""_blank"">http://hdl.handle.net/10.7717/peerj.1713</a>","Basher, Z.; Costello, M.J.",2016,"The past, present and future distribution of a deep-sea shrimp in the Southern Ocean",,PeerJ,,,4,,e1713,http://hdl.handle.net/10.7717/peerj.1713
"<b>Walraevens, K.; D'hont, D.; Thomas, P.; Buysse, M.; Coenen, M.; de Deckere, E.; De Nocker, L.; Vannevel, R.; Van Camp, M.</b> (2007). Duurzaamheid en watergebruik: een moeilijk evenwicht, <b><i>in</i></b>: <i>Congres watersysteemkennis, donderdag 6 en vrijdag 7 december 2007, Universiteit Antwerpen: abstracts van presentaties en posters.</i> pp. [8-9]","Walraevens, K.; D'hont, D.; Thomas, P.; Buysse, M.; Coenen, M.; de Deckere, E.; De Nocker, L.; Vannevel, R.; Van Camp, M.",2007,Duurzaamheid en watergebruik: een moeilijk evenwicht,"Congres watersysteemkennis, donderdag 6 en vrijdag 7 december 2007, Universiteit Antwerpen: abstracts van presentaties en posters",,,,,,[8-9],
"<b>Sana, B.</b> (2015). Marine microbial enzymes: current status and future prospects, <b><i>in</i></b>: Kim, S.-K. <i>Springer handbook of marine biotechnology.</i> pp. 905-917. <a href=""https://hdl.handle.net/10.1007/978-3-642-53971-8_38"" target=""_blank"">https://hdl.handle.net/10.1007/978-3-642-53971-8_38</a>","Sana, B.",2015,Marine microbial enzymes: current status and future prospects,Springer handbook of marine biotechnology,,,,,,905-917,https://hdl.handle.net/10.1007/978-3-642-53971-8_38
"<b>Tinacci, L.; Guardone, L.; Castro-Palomino Rubio, J.; Riina, M.V.; Stratev, D.; Guidi, A.; Armani, A.</b> (2019). Labelling compliance and species identification of herring products sold at large scale retail level within the Italian market. <i>Food Control 106</i>: 106707. <a href=""https://hdl.handle.net/10.1016/j.foodcont.2019.106707"" target=""_blank"">https://hdl.handle.net/10.1016/j.foodcont.2019.106707</a>","Tinacci, L.; Guardone, L.; Castro-Palomino Rubio, J.; Riina, M.V.; Stratev, D.; Guidi, A.; Armani, A.",2019,Labelling compliance and species identification of herring products sold at large scale retail level within the Italian market,,Food Control,,,106,,106707,https://hdl.handle.net/10.1016/j.foodcont.2019.106707
"<b>Boyne, A.W.; Guillemette, M.; Titman, R.D.; Bays, N.</b> (2001). Unusually low success of herring gulls <i>Larus argentatus</i> breeding on the North shore of the Gulf of St-Lawrence, Quebec, Canada. <i>Atlant. Seabirds 3(3)</i>: 125-136","Boyne, A.W.; Guillemette, M.; Titman, R.D.; Bays, N.",2001,"Unusually low success of herring gulls <i>Larus argentatus</i> breeding on the North shore of the Gulf of St-Lawrence, Quebec, Canada",,Atlantic Seabirds,,,3,3,125-136,
