String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination
"Huys, R. (1995). A new genus of Paramesochridae (Copepoda: Harpacticoida) from amphioxus-sand, Elat, Israel. <em>Journal of Natural History.</em> 29(3): 673-684.","Huys, R.",1995,"A new genus of Paramesochridae (Copepoda: Harpacticoida) from amphioxus-sand, Elat, Israel",,Journal of Natural History,,,29,3,673-684
"Huys, R. (1995). Some remarks on the taxonomic status of Paraschizopera Wells, 1981 (Copepods: Harpacticoida). <em>Hydrobiologia.</em> 308(1): 23-28.","Huys, R.",1995,"Some remarks on the taxonomic status of Paraschizopera Wells, 1981 (Copepods: Harpacticoida)",,Hydrobiologia,,,308,1,23-28
"Huys, R. (1996). Superornatiremidae fam. nov. (Copepoda: Harpacticoida): An enigmatic family from North Atlantic anchihaline caves. <em>Scientia Marina.</em> 60(4): 497-542.","Huys, R.",1996,Superornatiremidae fam. nov. (Copepoda: Harpacticoida): An enigmatic family from North Atlantic anchihaline caves,,Scientia Marina,,,60,4,497-542
"Huys, R. (2001). Copepoda - Harpacticoida. <em>In: Costello, M.J. et al. (eds.) European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels.</em> 50:268-280.","Huys, R.",2001,Copepoda - Harpacticoida.,European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,Collection Patrimoines Naturels,,,50,,268-280
"Huys, R. (2001). Splanchnotrophid systematics: a case of polyphyly and taxonomic myopia. Journal of Crustacean Biology 21(1):106-156. (ii.2001)","Huys, R.",2001,Splanchnotrophid systematics: a case of polyphyly and taxonomic myopia.,,Journal of Crustacean Biology,,,21,1,106-156. (ii.2001)
"Huys, R. (2003). Book review: Martin, Joel W., and George E. Davis. 2001. An Updated Classification of the Recent Crustacea. Natural History Museum of Los Angeles County Contributions in Science 39: 1-124. <em>Journal of Crustacean Biology.</em> 23(2): 495-497.","Huys, R.",2003,"Book review: Martin, Joel W., and George E. Davis. 2001. An Updated Classification of the Recent Crustacea. Natural History Museum of Los Angeles County Contributions in Science 39: 1-124.",,Journal of Crustacean Biology,,,23,2,495-497
"Huys, R. (2008). Halectinosoma Vervoort, 1962 (Crustacea, Copepoda, Harpacticoida): proposed conservation of usage by designation of Ectinosoma chrystalii Scott, 1894 as the type species and by giving it precedence over Pararenosetella Lang, 1944 (Case 3470). <em>Bulletin of Zoological Nomenclature.</em> 64(4):276-281.","Huys, R.",2008,"Halectinosoma Vervoort, 1962 (Crustacea, Copepoda, Harpacticoida): proposed conservation of usage by designation of Ectinosoma chrystalii Scott, 1894 as the type species and by giving it precedence over Pararenosetella Lang, 1944 (Case 3470)",,Bulletin of Zoological Nomenclature,,,64,4,276-281
"Huys, R. (2008). Heterolaophonte Lang, 1948 (Crustacea, Copepoda, Harpacticoida): proposed precedence over Mesolaophonte Nicholls, 1941 and Monolaophonte Nicholls, 1941 (Case 3471). Bulletin of Zoological Nomenclature. 65(4):282-287.","Huys, R.",2008,"Heterolaophonte Lang, 1948 (Crustacea, Copepoda, Harpacticoida): proposed precedence over Mesolaophonte Nicholls, 1941 and Monolaophonte Nicholls, 1941 (Case 3471).",,Bulletin of Zoological Nomenclature,,,65,4,282-287
"Huys, R. & D. Thistle. (1989). Bathycamptus eckmani gen. et spec. nov. (Copepoda, Harpacticoida) with a review of the taxonomic status of certain other deepwater harpacticoids. <em>Hydrobiologia.</em> 185(2): 101-126.","Huys, R. & D. Thistle",1989,"Bathycamptus eckmani gen. et spec. nov. (Copepoda, Harpacticoida) with a review of the taxonomic status of certain other deepwater harpacticoids",,Hydrobiologia,,,185,2,101-126
"Huys, R. & F.H. Mu. (2008). Description of a new species of Onychostenhelia Itô (Copepoda, Harpacticoida, Miraciidae) from the Bohai Sea, China. Zootaxa 1706:51-68.","Huys, R. & F.H. Mu",2008,"Description of a new species of Onychostenhelia Itô (Copepoda, Harpacticoida, Miraciidae) from the Bohai Sea, China.",,Zootaxa,,,1706,,51-68
"Huys, R. & G. Boxshall. (2001). An appreciation of the contribution of Arthur Humes to copepod systematics. <em>Journal of Crustacean Biology.</em> 21(1): 13-27.","Huys, R. & G. Boxshall",2001,An appreciation of the contribution of Arthur Humes to copepod systematics.,,Journal of Crustacean Biology,,,21,1,13-27
"Huys, R. & G.A. Boxshall. (1990). Discovery of Centobnaster humesi, new genus, new species (Erebonasteridae), the most primitive poecilostomatoid copepod known, in New Caledonian deep waters. Journal of Crustacean Biology 10(3):504-519, figs. 1-8, tab. 1.","Huys, R. & G.A. Boxshall",1990,"Discovery of Centobnaster humesi, new genus, new species (Erebonasteridae), the most primitive poecilostomatoid copepod known, in New Caledonian deep waters.",,Journal of Crustacean Biology,,,10,3,"504-519, figs. 1-8, tab. 1."
"Huys, R. & G.A. Boxshall. (1990). The rediscovery of Cyclopicina longifurcata (Scott) (Copepoda: Cyclopinidae) in deep water in the north Atlantic, with a key to genera of the subfamily Cyclopininae. <em>Sarsia.</em> 75(1): 17-32.","Huys, R. & G.A. Boxshall",1990,"The rediscovery of Cyclopicina longifurcata (Scott) (Copepoda: Cyclopinidae) in deep water in the north Atlantic, with a key to genera of the subfamily Cyclopininae.",,Sarsia,,,75,1,17-32
"Huys, R. & G.A. Boxshall. (1991). Copepod Evolution. <em>Ray Society, London.</em> 159:1-468.","Huys, R. & G.A. Boxshall",1991,Copepod Evolution.,,"Ray Society, London",,,159,,1-468
"Huys, R. & G.M. Gee. (1990). A revision of Thompsonulidae Lang, 1944 (Copepoda: Harpacticoida). <em>Zoological Journal of the Linnean Society.</em> 99(1): 1-49.","Huys, R. & G.M. Gee",1990,"A revision of Thompsonulidae Lang, 1944 (Copepoda: Harpacticoida).",,Zoological Journal of the Linnean Society,,,99,1,1-49
"Huys, R. & H. Kunz. (1988). On the generic boundaries within the marine interstitial Latiremidae (Copepoda: Harpacticoida). Stygologia, Leiden 4(3):292-305, figs. 1-3, tab. 1.","Huys, R. & H. Kunz",1988,On the generic boundaries within the marine interstitial Latiremidae (Copepoda: Harpacticoida).,,"Stygologia, Leiden",,,4,,"292-305, figs. 1-3, tab. 1."
"Huys, R. & J.M. Gee. (1996). Prionos gen. nov. from the meiofauna of a Malaysian mangrove forest and the status of Psammis borealis (Copepoda, Harpacticoida, Paranannopidae). Cahiers de Biologie Marine 37(3):227-248.","Huys, R. & J.M. Gee",1996,"Prionos gen. nov. from the meiofauna of a Malaysian mangrove forest and the status of Psammis borealis (Copepoda, Harpacticoida, Paranannopidae).",,Cahiers de Biologie Marine,,,37,3,227-248
"Huys, R. & J.M. Gee. (1996). Sentiropsis, Peltisenia and Afrosenia: three new genera of Paranannopidae (Copepoda, Harpacticoida). Cahiers de Biologie Marine 37(1):49-75.","Huys, R. & J.M. Gee",1996,"Sentiropsis, Peltisenia and Afrosenia: three new genera of Paranannopidae (Copepoda, Harpacticoida).",,Cahiers de Biologie Marine,,,37,1,49-75
"Huys, R. & K.A. Willems. (1993). A revision of Cylinula and two new species of Cylindropsyllus (Copepoda, Harpacticoida, Cylindropsyllidae). <em>Zoologica Scripta.</em> 22(4): 347-362.","Huys, R. & K.A. Willems",1993,"A revision of Cylinula and two new species of Cylindropsyllus (Copepoda, Harpacticoida, Cylindropsyllidae).",,Zoologica Scripta,,,22,4,347-362
"Huys, R. & M.A. Todaro. (1997). Meloriastacus ctenidis gen. et sp. nov.: a primitive interstitial copepod (Harpacticoida, Leptastacidae) from Tuscany. Italian Journal of Zoology, Modena 64(2):181-196.","Huys, R. & M.A. Todaro",1997,"Meloriastacus ctenidis gen. et sp. nov.: a primitive interstitial copepod (Harpacticoida, Leptastacidae) from Tuscany.",,"Italian Journal of Zoology, Modena",,,64,2,181-196
"Huys, R. & P. Bodin. (1997). First record of Acanthocephala in marine copepods. <em>Ophelia.</em> 46(3): 217-231.","Huys, R. & P. Bodin",1997,First record of Acanthocephala in marine copepods.,,Ophelia,,,46,3,217-231
"Huys, R. & R. Böttger-Schnack. (1994). Taxonomy, biology and phylogeny of Miraciidae (Copepoda: Harpacticoida). Sarsia, Bergen 79:207-283.","Huys, R. & R. Böttger-Schnack",1994,"Taxonomy, biology and phylogeny of Miraciidae (Copepoda: Harpacticoida).",,"Sarsia, Bergen",,,79,3,207-283
"Huys, R. & R. Böttger-Schnack. (1997). On the diphyletic origin of the Oncaeidae Giesbrecht, 1892 (Copepoda: Poecilostomatoida) with a phylogenetic analysis of the Lubbockiidae fam. nov. Zoologischer Anzeiger 235:243-261. (1996/97)","Huys, R. & R. Böttger-Schnack",1997,"On the diphyletic origin of the Oncaeidae Giesbrecht, 1892 (Copepoda: Poecilostomatoida) with a phylogenetic analysis of the Lubbockiidae fam. nov.",,Zoologischer Anzeiger,,,235,,243-261. (1996/97)
"Huys, R. & S. Conroy-Dalton. (1993). Willemsia gen. nov. and Boreopontia Willems, 1981 revisited (Harpacticoida: Cylindropsyllidae). Sarsia, Bergen 78(3-4):273-300, figs 1-18, tab. 1.","Huys, R. & S. Conroy-Dalton",1993,"Willemsia gen. nov. and Boreopontia Willems, 1981 revisited (Harpacticoida: Cylindropsyllidae).",,"Sarsia, Bergen",,,78,3-4,"273-300, figs 1-18, tab. 1."
"Huys, R. & S. Conroy-Dalton. (2006). Revision of the genus Evansula T. Scott, 1906 (Copepoda, Harpacticoida, Cylindropsyllidae) with a description of three new species. <em>Zoological Journal of the Linnean Society.</em> 147(4): 419-472.","Huys, R. & S. Conroy-Dalton",2006,"Revision of the genus Evansula T. Scott, 1906 (Copepoda, Harpacticoida, Cylindropsyllidae) with a description of three new species",,Zoological Journal of the Linnean Society,,,147,4,419-472
"Huys, R. & S. Ohtsuka. (1993). A new species of Syrticola Willems & Claeys, 1982 (Copepoda:Harpacticoida) from Japan with notes on the type species. Bulletin of the Natural History Museum, London, Zoology 59(1):83-94.","Huys, R. & S. Ohtsuka",1993,"A new species of Syrticola Willems & Claeys, 1982 (Copepoda:Harpacticoida) from Japan with notes on the type species.",,"Bulletin of the Natural History Museum, London, Zoology",,,59,1,83-94
"Huys, R. & S.Conroy-Dalton. (1996). A revision of Leptopontia T. Scott (Copepoda: Harpacticoida) with description of six new species. <em>Zoological Journal of the Linnean Society.</em> 118(3): 197-239.","Huys, R. & S.Conroy-Dalton",1996,A revision of Leptopontia T. Scott (Copepoda: Harpacticoida) with description of six new species,,Zoological Journal of the Linnean Society,,,118,3,197-239
"Huys, R. & S.J. Song. (2004). The Ismardiidae Leigh-Sharpe (Copepoda, Harpacticoida Incertae Sedis): Enigmatic as Ever?. <em>Journal of Crustacean Biology.</em> 24(1): 37-53.","Huys, R. & S.J. Song",2004,"The Ismardiidae Leigh-Sharpe (Copepoda, Harpacticoida Incertae Sedis): Enigmatic as Ever?",,Journal of Crustacean Biology,,,24,1,37-53
"Huys, R. & T.C. Kihara. (2010). Systematics and phylogeny of Cristacoxidae (Copepoda, Harpacticoida): a review. <em>Zootaxa.</em> 2568:1-38.","Huys, R. & T.C. Kihara",2010,"Systematics and phylogeny of Cristacoxidae (Copepoda, Harpacticoida): a review.",,Zootaxa,,,2568,,1-38
"Huys, R. & T.M. Iliffe. (1998). Novocriniidae, a new family of harpacticoid copepods from anchihaline caves in Belize. <em>Zoologica Scripta.</em> 27(1): 1-15.","Huys, R. & T.M. Iliffe",1998,"Novocriniidae, a new family of harpacticoid copepods from anchihaline caves in Belize.",,Zoologica Scripta,,,27,1,1-15
"Huys, R. & W. Lee. (2000). Basal resolution of laophontid phylogeny and the paraphyly of Esola Edwards. Bulletin of the Natural History Museum, London, Zoology 66(1):49-107. (29.vi.2000)","Huys, R. & W. Lee",2000,Basal resolution of laophontid phylogeny and the paraphyly of Esola Edwards.,,"Bulletin of the Natural History Museum, London, Zoology",,,66,1,49-107. (29.vi.2000)
"Huys, R. & W. Lee. (2009). Proposal of Marbefia, gen. n. and Inermiphonte, gen. n., including updated keys to the species of Pseudonychocamptus Lang, 1944 and Paralaophonte Lang, 1948 (Copepoda, Harpacticoida, Laophontidae). <em>ZooKeys.</em> 23: 1-38.","Huys, R. & W. Lee",2009,"Proposal of Marbefia, gen. n. and Inermiphonte, gen. n., including updated keys to the species of Pseudonychocamptus Lang, 1944 and Paralaophonte Lang, 1948 (Copepoda, Harpacticoida, Laophontidae)",,ZooKeys,,,23,,1-38
"Huys, R. S.  Conroy-Dalton. (2006). Comparative Analysis of Vermiform Genera (Copepoda: Harpacticoida: Cylindropsyllidae), Including Descriptions of Boreovermis, New Genus and Bolbotelos, New Genus, from the Southern North Sea. <em>Journal of Crustacean Biology.</em> 26(2): 206-223.","Huys, R. S.  Conroy-Dalton",2006,"Comparative Analysis of Vermiform Genera (Copepoda: Harpacticoida: Cylindropsyllidae), Including Descriptions of Boreovermis, New Genus and Bolbotelos, New Genus, from the Southern North Sea",,Journal of Crustacean Biology,,,26,2,206-223
"Huys, R., G.A. Boxshall & J.P. Casanova. (1993). A redescription of Cumoniscus Bonnier, 1903 (Crustacea: Tantulocarida) from a cumacean host in the Bay of Biscay. <em>Systematic Parasitology.</em> 26(1): 75-79.","Huys, R., G.A. Boxshall & J.P. Casanova",1993,"A redescription of Cumoniscus Bonnier, 1903 (Crustacea: Tantulocarida) from a cumacean host in the Bay of Biscay",,Systematic Parasitology,,,26,1,75-79
"Huys, R., G.A. Boxshall & R. Böttger-Schnack. (1992). On the discovery of the male of Mormonilla Giesbrecht, 1891 (Copepoda): Mormonilloida). Bulletin of the British Museum (Natural History), Zoology 58(2):157-170.","Huys, R., G.A. Boxshall & R. Böttger-Schnack",1992,"On the discovery of the male of Mormonilla Giesbrecht, 1891 (Copepoda): Mormonilloida).",,"Bulletin of the British Museum (Natural History), Zoology",,,58,2,157-170
"Huys, R., G.A. Boxshall & R.J. Lincoln. (1994). The tantulocarid life cycle: the circle closed?. <em>Journal of Crustacean Biology.</em> 13(3):432-442.","Huys, R., G.A. Boxshall & R.J. Lincoln",1994,The tantulocarid life cycle: the circle closed?,,Journal of Crustacean Biology,,,13,3,432-442
"Huys, R., J. Llewellyn-Hughes, P.D. Olson & K. Nagasawa. (2006). Small subunit rDNA and Bayesian inference reveal Pectenophilus ornatus (Copepoda incertae sedis) as highly transformed Mytilicolidae, and support assignment of Chondracanthidae and Xarifiidae to Lichomolgoidea (Cyclopoida). <em>Biological Journal of the Linnean Society.</em> 87(3): 403-425.","Huys, R., J. Llewellyn-Hughes, P.D. Olson & K. Nagasawa",2006,"Small subunit rDNA and Bayesian inference reveal Pectenophilus ornatus (Copepoda incertae sedis) as highly transformed Mytilicolidae, and support assignment of Chondracanthidae and Xarifiidae to Lichomolgoidea (Cyclopoida).",,Biological Journal of the Linnean Society,,,87,3,403-425
"Huys, R., J.M. Gee, C.G. Moore & R. Hamond. (1996). Marine and brackish water harpacticoid copepods. Part 1. Keys and notes for identification of the species. <em>In: Barnes, R.S.K. & J.H. Crothers (eds.). Synopses of the British Fauna, New Series,  Published for the Linnean Society of London and the Estuarine and Coastal Sciences Association.</em> 51(1):1-352.","Huys, R., J.M. Gee, C.G. Moore & R. Hamond",1996,Marine and brackish water harpacticoid copepods. Part 1. Keys and notes for identification of the species.,,"In: Barnes, R.S.K. & J.H. Crothers (eds.). Synopses of the British Fauna, New Series,  Published for the Linnean Society of London and the Estuarine and Coastal Sciences Association",,,51,1,1-352
"Huys, R., J.Y. Bodiou & P. Bodin. (1996). A revision of Psamathea (Harpacticoida: Leptastacidae) with description of P. brittanica sp. nov. <em>Vie et Milieu.</em> 46(1): 7-19.","Huys, R., J.Y. Bodiou & P. Bodin",1996,A revision of Psamathea (Harpacticoida: Leptastacidae) with description of P. brittanica sp. nov.,,Vie et Milieu,,,46,1,7-19
"Huys, R., N. Møbjerg & R.M. Kristensen. (1997). New tantulocarid Polynyapodella ambrosei gen. et sp., (Basipodellidae) from the Northeast Water Polynya (Greenland) with emphasis on the phylogeny of its host genus Cervinia (Copepoda: Harpacticoida). <em>Cahiers de Biologie Marine.</em> 38(3):181-199.","Huys, R., N. Møbjerg & R.M. Kristensen",1997,"New tantulocarid Polynyapodella ambrosei gen. et sp., (Basipodellidae) from the Northeast Water Polynya (Greenland) with emphasis on the phylogeny of its host genus Cervinia (Copepoda: Harpacticoida)",,Cahiers de Biologie Marine,,,38,3,181-199
"Huys, R., P.F. Andersen & R.M. Kristensen. (1992). Tantulacus hoegi gen. et sp. nov. (Tantulocarida: Deoterthridae) from the meiobenthos of the Faroe Bank, North Atlantic. Sarsia, Bergen 76:287-297.","Huys, R., P.F. Andersen & R.M. Kristensen",1992,"Tantulacus hoegi gen. et sp. nov. (Tantulocarida: Deoterthridae) from the meiobenthos of the Faroe Bank, North Atlantic.",,Sarsia,,Bergen,76,,287-297
"Huys, R., P.M.J. Herman, C.H.R. Heip & K. Soetaert. (1992). The meiobenthos of the North sea: density, biomass trends and distribution of copepod communities. ICES (International Council for the Exploration of the Sea) Journal of Marine Science 49(1):23-44.","Huys, R., P.M.J. Herman, C.H.R. Heip & K. Soetaert",1992,"The meiobenthos of the North sea: density, biomass trends and distribution of copepod communities.",,ICES (International Council for the Exploration of the Sea) Journal of Marine Science,,,49,1,23-44
"Huys, R., S. Ohtsuka & G.A. Boxshall. (1994). A new tantulocaridan (Crustacea: Maxillopoda) parasitic on calanoid, harpacticoid and cyclopoid copepods. Publications of the Seto Marine Biological Laboratory 36(4):197-209, fig.1-4, tab.1.","Huys, R., S. Ohtsuka & G.A. Boxshall",1994,"A new tantulocaridan (Crustacea: Maxillopoda) parasitic on calanoid, harpacticoid and cyclopoid copepods.",,Publications of the Seto Marine Biological Laboratory,,,36,4,"197-209, fig.1-4, tab.1."
"Huys, R., S. Ohtsuka, S. Conroy-Dalton & Y. Kikuchi. (2005). Description of two new species of Neotachidius Shen & Tai, 1963 (Copepoda, Harpacticoida, Tachidiidae) from Korean brackish waters and proposal of a new genus for Tachidius (Tachidius) vicinospinalis Shen & Tai, 1964. <em>Zoological Journal of the Linnean Society.</em> 143(1): 133-159.","Huys, R., S. Ohtsuka, S. Conroy-Dalton & Y. Kikuchi",2005,"Description of two new species of Neotachidius Shen & Tai, 1963 (Copepoda, Harpacticoida, Tachidiidae) from Korean brackish waters and proposal of a new genus for Tachidius (Tachidius) vicinospinalis Shen & Tai, 1964",,Zoological Journal of the Linnean Society,,,143,1,133-159
"Huys, R.; Coomans, A. (1989). Echinoderes higginsi sp.n. (Kinorhyncha, Cyclorhagida) from the southern North Sea with a key to the genus Echinoderes Claparede. <em>Zoologica Scripta.</em> 18(2): 211-221.","Huys, R.; Coomans, A.",1989,"Echinoderes higginsi sp.n. (Kinorhyncha, Cyclorhagida) from the southern North Sea with a key to the genus Echinoderes Claparede",,Zoologica Scripta,,,18,2,211-221
"Huyse, T.; Malmberg, G. (2004). Molecular and morphological comparisons between Gyrodactylus ostendicus n. sp. (Monogenea: Gyrodactylidae) on Pomatoschistus microps (Kroyer) and G. harengi Malmberg, 1957 on Clupea harengus membras. <em>Systematic Parasitology.</em> 58(2): 105-113.","Huyse, T.; Malmberg, G.",2004,"Molecular and morphological comparisons between Gyrodactylus ostendicus n. sp. (Monogenea: Gyrodactylidae) on Pomatoschistus microps (Kroyer) and G. harengi Malmberg, 1957 on Clupea harengus membras",,Systematic Parasitology,,,58,2,105-113
"Hyams-kaphzan, O.; Almogi-labin, A.; Sivan, D.; Benjamini, C. (2008). Benthic foraminifera assemblage change along the southeastern Mediterranean inner shelf due to fall-off of Nile-derived siliciclastics. <i>Neues Jahrbuch für Geologie und Paläontologie - Abhandlungen</i>. 248(3): 315-344.","Hyams-kaphzan, O.; Almogi-labin, A.; Sivan, D.; Benjamini, C.",2008,Benthic foraminifera assemblage change along the southeastern Mediterranean inner shelf due to fall-off of Nile-derived siliciclastics,,Neues Jahrbuch für Geologie und Paläontologie - Abhandlungen,,,248,3,315-344
"Hyams, O.; Almogi-Labin, A.; Benjaminia, C. (2002). Larger foraminifera of the southeastern Mediterranean shallow continental shelf off Israel. <em>Israel Journal of Earth Sciences.</em> 51(3-4): 169-179.","Hyams, O.; Almogi-Labin, A.; Benjaminia, C.",2002,Larger foraminifera of the southeastern Mediterranean shallow continental shelf off Israel,,Israel Journal of Earth Sciences,,,51,3-4,169-179
"ICZN. (2018). Opinion 2408 (Case 3690). <i>Alabina</i> Dall, 1902 (Gastropoda, Cerithioidea): designation of <i>Alaba cerithidioides</i> Dall, 1889 as type species not approved. <em>Bulletin of Zoological Nomenclature.</em> 75: 73-74.",ICZN,2018,"Opinion 2408 (Case 3690). <i>Alabina</i> Dall, 1902 (Gastropoda, Cerithioidea): designation of <i>Alaba cerithidioides</i> Dall, 1889 as type species not approved",,Bulletin of Zoological Nomenclature,,,75,,73-74
Ieee Sensors Journal. IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC: Piscataway.  ISSN 1530-437X; e-ISSN 1558-1748,,,Ieee Sensors Journal,,,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,Piscataway,,,
Ieee-Acm Transactions on Networking. IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC: Piscataway.  ISSN 1063-6692; e-ISSN 1558-2566,,,Ieee-Acm Transactions on Networking,,,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,Piscataway,,,
"Iglésias, S. P.; Toulhoat, L.; Sellos, D. Y. (2010). Taxonomic confusion and market mislabelling of threatened skates: important consequences for their conservation status. <em>Aquatic Conservation: Marine and Freshwater Ecosystems.</em> 20(3): 319-333.","Iglésias, S. P.; Toulhoat, L.; Sellos, D. Y.",2010,Taxonomic confusion and market mislabelling of threatened skates: important consequences for their conservation status,,Aquatic Conservation: Marine and Freshwater Ecosystems,,,20,3,319-333
Industrie minérale. Industrie minérale: Saint-Etienne.  ISSN 0302-2129,,,Industrie minérale,,,Industrie minérale,Saint-Etienne,,,
Industry Week: New York.  ISSN 0039-0895,,,Industry Week,,,,New York,,,
Informatics in Education: Vilnius.  ISSN 1648-5831,,,Informatics in Education,,,,Vilnius,,,
"Ingels, J.; Kiriakoulakis, K.; Wolff, G. A.; Vanreusel, A. (2009). Nematode diversity and its relation to the quantity and quality of sedimentary organic matter in the deep Nazaré Canyon, Western Iberian Margin. <em>Deep Sea Research Part I: Oceanographic Research Papers.</em> 56(9): 1521-1539.","Ingels, J.; Kiriakoulakis, K.; Wolff, G. A.; Vanreusel, A.",2009,"Nematode diversity and its relation to the quantity and quality of sedimentary organic matter in the deep Nazaré Canyon, Western Iberian Margin",,Deep Sea Research Part I: Oceanographic Research Papers,,,56,9,1521-1539
Institute of Petroleum review. ISSN 0367-9810,,,Institute of Petroleum review,,,,,,,
International Journal of Design: Taipei.  ISSN 1991-3761; e-ISSN 1994-036X,,,International Journal of Design,,,,Taipei,,,
International Journal of Lakes and Rivers: Delhi.  ISSN 0973-4570,,,International Journal of Lakes and Rivers,,,,Delhi,,,
International Journal of Medicinal Chemistry. HINDAWI PUBLISHING CORP: New York.  ISSN 2090-2069,,,International Journal of Medicinal Chemistry,,,HINDAWI PUBLISHING CORP,New York,,,
International Journal of Political Economy: Abingdon.  ISSN 0891-1916,,,International Journal of Political Economy,,,,Abingdon,,,
International Review of the Red Cross. CAMBRIDGE UNIV PRESS: Cambridge.  ISSN 1816-3831; e-ISSN 1607-5889,,,International Review of the Red Cross,,,CAMBRIDGE UNIV PRESS,Cambridge,,,
Iranian Journal of Ichthyology: Isfahan.  ISSN 2383-1561,,,Iranian Journal of Ichthyology,,,,Isfahan,,,
"Israel, A.; Einav, R.; Silva, P. C.; Paz, G.; Chacana, M. E.; Douek, J. (2010). First report of the seaweed <i>Codium parvulum</i> (Chlorophyta) in Mediterranean waters: recent blooms on the northern shores of Israel. <em>Phycologia.</em> 49(2): 107-112.","Israel, A.; Einav, R.; Silva, P. C.; Paz, G.; Chacana, M. E.; Douek, J.",2010,First report of the seaweed <i>Codium parvulum</i> (Chlorophyta) in Mediterranean waters: recent blooms on the northern shores of Israel,,Phycologia,,,49,2,107-112
Italian Journal of Linguistics: Pisa.  ISSN 1120-2726,,,Italian Journal of Linguistics,,,,Pisa,,,
"Itô, Tatsunori. (1981). Descriptions and records of marine harpacticoid copepods from Hokkaido, VIII. Journal of the Faculty of Science, Hokkaido University, Series 6, Zoology 22(4):422-450. (ix-1981)","Itô, Tatsunori",1981,"Descriptions and records of marine harpacticoid copepods from Hokkaido, VIII.",,"Journal of the Faculty of Science, Hokkaido University, Series 6, Zoology",,,22,4,422-450. (ix-1981)
"Ivanenko, V.N., D. Defaye & R. Huys. (2005). A new species of Ambilimbus nom. nov., a replacement name for Amphicrossus Huys, 1991 (Copepoda, Cyclopoida, Erebonasteridae), from the Mid-Atlantic Ridge at 36°N (hydrothermal vent site Rainbow). <em>Marine Biology Research.</em> 1(3): 233-241.","Ivanenko, V.N., D. Defaye & R. Huys",2005,"A new species of Ambilimbus nom. nov., a replacement name for Amphicrossus Huys, 1991 (Copepoda, Cyclopoida, Erebonasteridae), from the Mid-Atlantic Ridge at 36°N (hydrothermal vent site Rainbow)",,Marine Biology Research,,,1,3,233-241
"Jacobs, L. J. (1987). A redefinition of the genus Monhystrella Cobb (Nematoda, Monhysteridae) with keys to the species. <em>Zoologica Scri.</em> 16(3): 191-197.","Jacobs, L. J.",1987,"A redefinition of the genus Monhystrella Cobb (Nematoda, Monhysteridae) with keys to the species",,Zoologica Scri.,,,16,3,191-197
Jahreshefte der Gesellschaft für Naturkunde in Württemberg. ISSN 0368-2307,,,Jahreshefte der Gesellschaft für Naturkunde in Württemberg,,,,,,,
"Jaume, D. (1995). Presence of troglobitized Janiridae (Isopoda; Asellota; Janiroidea) in anchialine caves of the Balearic Islands (Mediterranean); description of Trogloianiropsis lloberai n. gen., n. sp. <em>Contributions to Zoology.</em> 65(3): 177-187.","Jaume, D.",1995,"Presence of troglobitized Janiridae (Isopoda; Asellota; Janiroidea) in anchialine caves of the Balearic Islands (Mediterranean); description of Trogloianiropsis lloberai n. gen., n. sp.",,Contributions to Zoology,,,65,3,177-187
"Jaume, D., J.E. Cartes & G.A. Boxshall. (2000). Shallow-water and not deep-sea as most plausible origin for cave-dwelling Paramisophria species (Copepoda: Calanoida: Arietellidae), with description of three new species from Mediterranean bathyal hyperbenthos and littoral caves. <em>Contributions to Zoology.</em> 68(4): 205-244.","Jaume, D., J.E. Cartes & G.A. Boxshall",2000,"Shallow-water and not deep-sea as most plausible origin for cave-dwelling Paramisophria species (Copepoda: Calanoida: Arietellidae), with description of three new species from Mediterranean bathyal hyperbenthos and littoral caves",,Contributions to Zoology,,,68,4,205-244
"Jaume, D.; Bréhier, F. (2005). A new species of Typhlatya (Crustacea: Decapoda: Atyidae) from anchialine caves on the French Mediterranean coast. <em>Zoological Journal of the Linnean Society.</em> 144: 387-414.","Jaume, D.; Bréhier, F.",2005,A new species of Typhlatya (Crustacea: Decapoda: Atyidae) from anchialine caves on the French Mediterranean coast,,Zoological Journal of the Linnean Society,,,144,,387-414
"Jensen, P. (1976). Free-living marine nematodes from a sublittoral station in the North Sea off the Belgian Coast. <em>Biol. Jaarb. Dodonaea.</em> 44: 231-255.","Jensen, P",1976,Free-living marine nematodes from a sublittoral station in the North Sea off the Belgian Coast,,Biol. Jaarb. Dodonaea,,,44,,231-255
"Jensen, P. (1978). Four Nematoda Araeolaimida from the Öresund, Denmark, with remarks on the oesophageal structures in Aegialolaimus. <em>Cahiers de Biologie Marine. Station Biologique de Roscoff.</em> 19: 221-231.","Jensen, P",1978,"Four Nematoda Araeolaimida from the Öresund, Denmark, with remarks on the oesophageal structures in Aegialolaimus",,Cahiers de Biologie Marine. Station Biologique de Roscoff,,,19,,221-231
