String,Authors,Year,Title,bookTitle,SeriesTitle,publishers,City,Volume,Issue,Pagination
"<b>Breine, J.; Stevens, M.; Van Thuyne, G.</b> (2011). Opvolging van het visbestand van de Zeeschelde: resultaten voor 2010. <i>Rapporten van het Instituut voor Natuur- en Bosonderzoek</i>, R.2011.4. Instituut voor Natuur- en Bosonderzoek (INBO): Brussel.  33 + bijlagen pp.","Breine, J.; Stevens, M.; Van Thuyne, G.",2011,Opvolging van het visbestand van de Zeeschelde: resultaten voor 2010,,Rapporten van het Instituut voor Natuur- en Bosonderzoek,Instituut voor Natuur- en Bosonderzoek (INBO),Brussel,R.2011.4,,33 + bijlagen
"<b>Klees, M.; Klees, D.</b> (1996). Het strandboekje. IVN Vereniging voor natuur- en milieueducatie: Amsterdam.  32 pp.","Klees, M.; Klees, D.",1996,Het strandboekje,,,IVN Vereniging voor natuur- en milieueducatie,Amsterdam,,,32
"<b>de Bruyn, G.J.; Mabelis, A.</b> (1996). Rode bosmieren: hun samenhang met anderen, <b><i>in</i></b>: Borsje, H. <i>et al.</i> (Ed.) <i>Beleef het duin.</i> pp. 127-153","de Bruyn, G.J.; Mabelis, A.",1996,Rode bosmieren: hun samenhang met anderen,Beleef het duin,,,,,,127-153
Optika atmosfery. ISSN 0235-277X,,,Optika atmosfery,,,,,,,
"<b>Bossu, J.</b> (2000). Van de wielingen tot de hoofden: de Vlaamse kust in de oude cartografie, <b><i>in</i></b>: Meulemeester, J.-L. (Ed.) <i>Met zicht op zee. Vlaanderen: tweemaandelijks Tijdschrift voor Kunst en Cultuur,</i> 49(3): pp. 44-47","Bossu, J.",2000,Van de wielingen tot de hoofden: de Vlaamse kust in de oude cartografie,Met zicht op zee,Vlaanderen: tweemaandelijks Tijdschrift voor Kunst en Cultuur,,,,,44-47
"<b>Le Gall, J.</b> (1934). Teleostei Physoclisti Scombriformes-Katsuwonidae: <i>Euthynnus alleteratus</i> Rafinesque 1810. <i>Faune ichthyologique de l'Atlantique Nord</i>, 12(283). Conseil Permanent International pour l'Exploration de la Mer: Copenhagen.  1 leaf pp.","Le Gall, J.",1934,Teleostei Physoclisti Scombriformes-Katsuwonidae: <i>Euthynnus alleteratus</i> Rafinesque 1810,,Faune ichthyologique de l'Atlantique Nord,Conseil Permanent International pour l'Exploration de la Mer,Copenhagen,12,283,1 leaf
Lakes & Reservoirs-Research and Management. Wiley-Blackwell: Hoboken.  ISSN 1320-5331,,0,Lakes & Reservoirs-Research and Management,,,Wiley-Blackwell,Hoboken,,,
"<b>Delefortrie, G.; Vantorre, M.; Eloot, K.</b> (2009). Modelling navigation in muddy areas through captive model tests (vol 10, pg 188, 2005). <i>Journal of Marine Science and Technology 14(1)</i>: 136-136. <a href=""http://dx.doi.org/10.1007/s00773-009-0042-9"" target=""_blank"">dx.doi.org/10.1007/s00773-009-0042-9</a>","Delefortrie, G.; Vantorre, M.; Eloot, K.",2009,"Modelling navigation in muddy areas through captive model tests (vol 10, pg 188, 2005)",,Journal of Marine Science and Technology,,,14,1,136-136
"<b>Kwangtsao, S.; Han, L.; Yungchang, L.; Kunchi, L.</b> (2014). The resources of marine biodiversity information. <i>Biodiversity Science 22(3)</i>: 253-263. <a href=""http://hdl.handle.net/10.3724/SP.J.1003.2014.14021"" target=""_blank"">hdl.handle.net/10.3724/SP.J.1003.2014.14021</a>","Kwangtsao, S.; Han, L.; Yungchang, L.; Kunchi, L.",2014,The resources of marine biodiversity information,,Biodiversity Science,,,22,3,253-263
"<b>Van Hoey, G.; Hostens, K;</b> (2013). Using generic environmental indicators as part of the alien species assessment tool box under the different EU Directives, <b><i>in</i></b>: Robbens, J. <i>et al.</i> (Ed.) <i>Non-indigenous species in the North-East Atlantic. Ostend, 20-22 November 2013: Book of abstracts. VLIZ Special Publication,</i> 66: pp. 33","Van Hoey, G.; Hostens, K;",2013,Using generic environmental indicators as part of the alien species assessment tool box under the different EU Directives,"Non-indigenous species in the North-East Atlantic. Ostend, 20-22 November 2013: Book of abstracts",VLIZ Special Publication,,,,,33
Annual Report. Oslo Commission. Oslo Commission: London.  ISSN 0959-8618,,,Annual Report. Oslo Commission,,,Oslo Commission,London,,,
"<b>Deleu, S.</b> (2002). Tide-topography interactions near the kink in the Westhinder sandbank (Southern North Sea). MSc Thesis. RCMG: Gent.  43 pp.","Deleu, S.",2002,Tide-topography interactions near the kink in the Westhinder sandbank (Southern North Sea),,,RCMG,Gent,,,43
"(2007). C't Magazine 8 (2007). <i>C't Magazine voor Computertechniek</i>, 8. [S.n.]: [s.l.].",,2007,C't Magazine 8 (2007),,C't Magazine voor Computertechniek,,,8,,
"<b>Faber, P.A.; Kessler, A.J.; Bull, J.K.; McKelvie, I.D.; Meysman, F.J.R.; Cook, P.L.M.</b> (2012). The role of alkalinity generation in controlling the fluxes of CO<sub>2</sub> during exposure and inundation on tidal flats. <i>Biogeosciences 9(10)</i>: 4087-4097. <a href=""http://dx.doi.org/10.5194/bg-9-4087-2012"" target=""_blank"">dx.doi.org/10.5194/bg-9-4087-2012</a>","Faber, P.A.; Kessler, A.J.; Bull, J.K.; McKelvie, I.D.; Meysman, F.J.R.; Cook, P.L.M.",2012,The role of alkalinity generation in controlling the fluxes of CO<sub>2</sub> during exposure and inundation on tidal flats,,Biogeosciences,,,9,10,4087-4097
"<b>Moccia, J. (Ed.)</b> (2016). Strategic research agenda for ocean energy. European technology and innovation platformfor ocean energy. The European Technology and Innovation Platform for Ocean Energy: [s.l.].  63 pp.","Moccia, J. (Ed.)",2016,Strategic research agenda for ocean energy. European technology and innovation platformfor ocean energy,,,The European Technology and Innovation Platform for Ocean Energy,,,,63
"<b>ZoBell, C.E.</b> (1972). Substratum: 1.Bacteria, fungi and blue-green algae, <b><i>in</i></b>: Kinne, O. (Ed.) <i>Marine ecology: a comprehensive, integrated treatise on life in oceans and coastal waters: 1. Environmental factors, 3.</i> pp. 1251-1270","ZoBell, C.E.",1972,"Substratum: 1.Bacteria, fungi and blue-green algae","Marine ecology: a comprehensive, integrated treatise on life in oceans and coastal waters: 1. Environmental factors, 3","Marine ecology: a comprehensive, integrated treatise on life in oceans and coastal waters",,,,,1251-1270
"<b>de Swart, H.; Chen, W.</b> (2017). Longitudinal variation in lateral trapping of fine sediments in tidal estuaries: observations and a 3D exploratory model, <b><i>in</i></b>: <i>Schelde-Ems workshop 2017.</i> pp. 8","de Swart, H.; Chen, W.",2017,Longitudinal variation in lateral trapping of fine sediments in tidal estuaries: observations and a 3D exploratory model,Schelde-Ems workshop 2017,,,,,,8
"<b>Spedding, C.T.</b> (1926). Reminiscences of transatlantic travellers. T. Fisher Unwin: London.  288 pp.","Spedding, C.T.",1926,Reminiscences of transatlantic travellers,,,T. Fisher Unwin,London,,,288
"(2010). Zwin-polder: Algemene liggingskaart van de onbevaarbare waterlopen. Provincie West-Vlaanderen, Dienst Waterlopen: Sint-Andries.  1 map (1:20,000) pp.",,2010,Zwin-polder: Algemene liggingskaart van de onbevaarbare waterlopen,,,"Provincie West-Vlaanderen, Dienst Waterlopen",Sint-Andries,,,"1 map (1:20,000)"
"<b>Stevens, J.</b> (2005). Shortfin mako, <i>Isurus oxyrinchus</i> (Rafinesque, 1810), <b><i>in</i></b>: Fowler, S.L. <i>et al.</i> (Ed.) <i>Sharks, rays and chimaeras: the status of the Chondrichthyan fishes. Status survey.</i> pp. 259-260","Stevens, J.",2005,"Shortfin mako, <i>Isurus oxyrinchus</i> (Rafinesque, 1810)","Sharks, rays and chimaeras: the status of the Chondrichthyan fishes. Status survey",,,,,,259-260
ECOWARE: Ecology Cluster for Overall Waste Re-engineering in Flemish Seaports.,,,ECOWARE: Ecology Cluster for Overall Waste Re-engineering in Flemish Seaports,,,,,,,
"<b>Oudman, T.</b> (2017). References, <b><i>in</i></b>: Oudman, T. <i>Red knot habits : An optimal foraging perspective on intertidal life at Banc d’Arguin, Mauritania.</i> pp. 154-157","Oudman, T.",2017,References,"Red knot habits : An optimal foraging perspective on intertidal life at Banc d’Arguin, Mauritania",,,,,,154-157
Kindheit und Entwicklung: Gottingen.  ISSN 0942-5403; e-ISSN 2190-6246,,0,Kindheit und Entwicklung,,,,Gottingen,,,
<b>K.U. Leuven; Atlas Copco Wilrijk; S.B.B.M. Brussels</b> (1983). Project mud trap. S.B.B.M.: Brussel.  13 pp.,K.U. Leuven; Atlas Copco Wilrijk; S.B.B.M. Brussels,1983,Project mud trap,,,S.B.B.M.,Brussel,,,13
"<b>Schuster, D.</b> (1967). Dammbau und Asphaltbeton-Dichtung der Hennetalsperre. <i>Zeitschrift 'Bitumen'</i>. [S.n.]: Köln.","Schuster, D.",1967,Dammbau und Asphaltbeton-Dichtung der Hennetalsperre,,Zeitschrift 'Bitumen',,Köln,,,
"<b>Jonetzki, K.H.</b> (1992). Inspection; maintenance and repairs of concrete pontoons, <b><i>in</i></b>: <i>10th International Harbour Congress, Antwerpen 15-19 juni 1992: proceedings.</i> pp. 6.19-6.22","Jonetzki, K.H.",1992,Inspection; maintenance and repairs of concrete pontoons,"10th International Harbour Congress, Antwerpen 15-19 juni 1992: proceedings",,,,,,6.19-6.22
"<b>Cornet, E.; Vereecken, H.; Deschamps, M.; Verwaest, T.; Mostaert, F.</b> (2017). Hydrologisch jaarboek 2016: HIC meetstations. Versie 2.0. <i>WL Rapporten</i>, 12_077_9. Waterbouwkundig Laboratorium: Antwerpen. VII, 12 + 245 p. bijlagen pp.","Cornet, E.; Vereecken, H.; Deschamps, M.; Verwaest, T.; Mostaert, F.",2017,Hydrologisch jaarboek 2016: HIC meetstations,,WL Rapporten,Waterbouwkundig Laboratorium,Antwerpen,12_077_9,,"VII, 12 + 245 p. bijlagen"
Северная пацифика = Severnaya patsifika: Russia,,,Северная пацифика = Severnaya patsifika,,,,Russia,,,
Studies in English Literature 1500-1900: Baltimore.  ISSN 0039-3657,,0,Studies in English Literature 1500-1900,,,,Baltimore,,,
"<b>Melchior, P.</b> (1960). Die Gezeiten in unterirdischen Flüssigkeiten. <i>Communications de l'Observatoire royal de Belgique. Série Géophysique</i>, 172(55). Observatoire Royal de Belgique: [s.l.].  6 pp.","Melchior, P.",1960,Die Gezeiten in unterirdischen Flüssigkeiten,,Communications de l'Observatoire royal de Belgique. Série Géophysique,Observatoire Royal de Belgique,,172,55,6
"<b>Klijn, F.; Maarse, M.</b> (2015). Wat te doen tegen de toename van overstromingsrisico’s in de toekomst? Handelingsperspectieven voor beleid en beheer afgeleid uit het onderzoek naar toekomstbestendige overstromingsrisicobeheersing van Kennis voor Klimaat. <i>Stowa Rapport</i>, 2015-33. STOWA: Amersfoort. ISBN 978-90-5773-721-3.","Klijn, F.; Maarse, M.",2015,Wat te doen tegen de toename van overstromingsrisico’s in de toekomst? Handelingsperspectieven voor beleid en beheer afgeleid uit het onderzoek naar toekomstbestendige overstromingsrisicobeheersing van Kennis voor Klimaat,,Stowa Rapport,STOWA,Amersfoort,2015-33,,
"(1994). MILIEU EN OVERHEID - Waterverdragen Maas en Schelde ondertekend, <b><i>in</i></b>: <i>Milieu management 6(9). Milieu management: de eerste praktijkgerichte nieuwsbrief voor het bedrijfsleven over milieuzorg en milieubeleid,</i> 6(9): pp. 7",,1994,MILIEU EN OVERHEID - Waterverdragen Maas en Schelde ondertekend,Milieu management 6(9),Milieu management: de eerste praktijkgerichte nieuwsbrief voor het bedrijfsleven over milieuzorg en milieubeleid,,,,,7
"<b>Sousa, L.; Barreiros, J.P.; Soares, M.S.C.; Hostim-Silva, M.; Santos, R.S.</b> (2003). Preliminary notes on the reproductive biology of the lizardfish,<i> Synodus saurus</i> (Actynopterygii : Synodontidae) in the Azores. <i>Cybium 27(1)</i>: 41-45","Sousa, L.; Barreiros, J.P.; Soares, M.S.C.; Hostim-Silva, M.; Santos, R.S.",2003,"Preliminary notes on the reproductive biology of the lizardfish,<i> Synodus saurus</i> (Actynopterygii : Synodontidae) in the Azores",,Cybium,,,27,1,41-45
Current Issues in Language Planning: Abingdon.  ISSN 1466-4208,,0,Current Issues in Language Planning,,,,Abingdon,,,
FLOODsite Report.,,,FLOODsite Report,,,,,,,
"(2000). Mededeling van de Commissie aan de Raad en het Europees Parlement inzake geïntegreerd beheer van de kustgebieden: een strategie voor Europa. <i>Documents - Commission of the European Communities</i>, COM(2000)(547). Commissie van de Europese Gemeenschappen: Brussel.  29 pp.",,2000,Mededeling van de Commissie aan de Raad en het Europees Parlement inzake geïntegreerd beheer van de kustgebieden: een strategie voor Europa,,Documents - Commission of the European Communities,Commissie van de Europese Gemeenschappen,Brussel,COM(2000),547,29
"<b>Paduart, A.</b> (1963). M,N,T,R,S -Sollicitations et déformations des constructions, I. Presses universitaires: Bruxelles.  2 volumes pp.","Paduart, A.",1963,"M,N,T,R,S -Sollicitations et déformations des constructions, I",,,Presses universitaires,Bruxelles,,,2 volumes
"<b>Nesshoever, C.</b> (2007). What are the main issues for the NBPs? : some inputs with a little bit of German perspective, <b><i>in</i></b>: Tack, J. (2008). <i>Zendingsverslag Jurgen Tack : Biostrat meeting. Zendingsverslagen van het instituut voor natuur- en bosonderzoek,</i> 2008(16)","Nesshoever, C.",2007,What are the main issues for the NBPs? : some inputs with a little bit of German perspective,,,,,,,
"<b>La Rivière, M.; Roumagnac, M.; Garrabou, J.; Bally, M.</b> (2013). Transient shifts in bacterial communities associated with the temperate gorgonian <i>Paramuricea clavata</i> in the Northwestern Mediterranean Sea. <i>PLoS One 8(2)</i>: e57385. <a href=""https://hdl.handle.net/10.1371/journal.pone.0057385"" target=""_blank"">https://hdl.handle.net/10.1371/journal.pone.0057385</a>","La Rivière, M.; Roumagnac, M.; Garrabou, J.; Bally, M.",2013,Transient shifts in bacterial communities associated with the temperate gorgonian <i>Paramuricea clavata</i> in the Northwestern Mediterranean Sea,,PLoS One,,,8,2,e57385
Punishment & Society-International Journal of Penology. SAGE PUBLICATIONS LTD: London.  ISSN 1462-4745; e-ISSN 1741-3095,,0,Punishment & Society-International Journal of Penology,,,SAGE PUBLICATIONS LTD,London,,,
Musikforschung: Kassel.  ISSN 0027-4801,,0,Musikforschung,,,,Kassel,,,
(1900). Handelingen van het Vierde Vlaamsch Natuur- en Geneeskundig Congres gehouden te Brussel den 30 September 1900. Boekhandel I. Vanderpoorten: Gent.  170 pp.,,1900,Handelingen van het Vierde Vlaamsch Natuur- en Geneeskundig Congres gehouden te Brussel den 30 September 1900,,,Boekhandel I. Vanderpoorten,Gent,,,170
"<b>Zeebroek, I.</b> (2011). L'épave du XVIIIe siècle échouée sur le banc de sable Buiten Ratel: étude de la culture matérielle = The 18th century wreck that ran aground on the Buiten Ratel sandbank: a study of material culture = Het 18de-eeuwse wrak op de Buiten Ratel zandbank: studie van de materiële cultuur, <b><i>in</i></b>: Griffaton, M.-L. (Ed.) <i>Sur les traces du commerce maritime en mer du Nord du XVIe au XVIIIe = Tracing maritime trade in the North Sea between the 16th and 18th centuries = Op het spoor van de zeehandel tussen de XVIde en XVIIIde eeuw op de Noordzee.</i> pp. 179-189","Zeebroek, I.",2011,L'épave du XVIIIe siècle échouée sur le banc de sable Buiten Ratel: étude de la culture matérielle = The 18th century wreck that ran aground on the Buiten Ratel sandbank: a study of material culture = Het 18de-eeuwse wrak op de Buiten Ratel zandbank: studie van de materiële cultuur,Sur les traces du commerce maritime en mer du Nord du XVIe au XVIIIe = Tracing maritime trade in the North Sea between the 16th and 18th centuries = Op het spoor van de zeehandel tussen de XVIde en XVIIIde eeuw op de Noordzee,,,,,,179-189
"<b>Vannecke, A.</b> (1958). Geografische verspreiding en verschuiving van de Westvlaamse bevolking, <b><i>in</i></b>: Viaene, A. (Ed.) <i>West-Vlaanderen.</i> pp. 99-108","Vannecke, A.",1958,Geografische verspreiding en verschuiving van de Westvlaamse bevolking,West-Vlaanderen,,,,,,99-108
"<b>Koren, J.</b> (1899). Journal over den Belgiske Sydhavs-Expedition 97-99. Johan Korens håndskrevne dagbok fra <i>Belgica</i> ekspedisjonen. [S.n.]: [s.l.].  [87 + 16] pp.","Koren, J.",1899,Journal over den Belgiske Sydhavs-Expedition 97-99,,,,,,,[87 + 16]
"<b>van Gelderen, J.G.; van de Kam, J.; Laban, C. (Ed.)</b> Spectrum natuurencyclopedie wilde natuur van Europa.","van Gelderen, J.G.; van de Kam, J.; Laban, C. (Ed.)",,Spectrum natuurencyclopedie wilde natuur van Europa,,,,,,,
"<b>Nijland, R.</b> (2018). De transformatie van het IJssel- en het Markermeer: het blauwe hart wordt groener. <i>Wageningen World 2018(3)</i>: 32-37","Nijland, R.",2018,De transformatie van het IJssel- en het Markermeer: het blauwe hart wordt groener,,Wageningen World,,,2018,3,32-37
"<b>Van Wassenhove, M.; Roggeman, P.; Wens, F.</b> (1986). Bouwen van scheepsmodellen: Bouwen van een model type schip in polyester, IN79. Waterbouwkundig Laboratorium en Hydrologisch Onderzoek: Antwerpen.","Van Wassenhove, M.; Roggeman, P.; Wens, F.",1986,"Bouwen van scheepsmodellen: Bouwen van een model type schip in polyester, IN79",,,Waterbouwkundig Laboratorium en Hydrologisch Onderzoek,Antwerpen,,,
"(2012). Offshore windmolenparken voor de Belgische kust. Federale Overheidsdienst Economie, K.M.O., Middenstand en Energie: Brussel.  31 pp.",,2012,Offshore windmolenparken voor de Belgische kust,,,"Federale Overheidsdienst Economie, K.M.O., Middenstand en Energie",Brussel,,,31
"<b>van Bergen, M.J.; Poorter, R.P.E.; Varekamp, J.C.</b> (1985). Geology and geophysics of the Banda Arc and adjacent areas : campaign GF 5: volcanology and petrology in East Sunda and Banda Arcs, July-August 1984 . <i>The Snellius-II Expedition: Progress Report</i>. Royal Netherlands Academy of Arts and Sciences: Amsterdam. 37 pp.","van Bergen, M.J.; Poorter, R.P.E.; Varekamp, J.C.",1985,"Geology and geophysics of the Banda Arc and adjacent areas : campaign GF 5: volcanology and petrology in East Sunda and Banda Arcs, July-August 1984",,The Snellius-II Expedition: Progress Report,Royal Netherlands Academy of Arts and Sciences,Amsterdam,,,37
"<b>Lovrić, A.Ž.</b> (1971). Coenodynamique et pédodynamique du mode battu par rapport à la bora et à l'abrasion, <b><i>in</i></b>: Zavodnik, D. (Ed.) <i>Proceedings of the Sixth European Symposium on Marine Biology, Rovinj, Croatia, Yugoslavia September 27-October 2, 1971. Thalassia Jugoslavica,</i> 7(1): pp. 195-200","Lovrić, A.Ž.",1971,Coenodynamique et pédodynamique du mode battu par rapport à la bora et à l'abrasion,"Proceedings of the Sixth European Symposium on Marine Biology, Rovinj, Croatia, Yugoslavia September 27-October 2, 1971",Thalassia Jugoslavica,,,,,195-200
"<b>Gopalakrishna, V.; Ali, M.; Araligidad, N.; Shenoy, S.; Shum, C.K.; Yi, Yuchan</b> (2003). An atlas of XBT Thermal Structures and TOPEX/POSEIDON Sea Surface Heights in the North Indian Ocean. National Institute of Oceanography Dona Paula: Goa.  125 pp.","Gopalakrishna, V.; Ali, M.; Araligidad, N.; Shenoy, S.; Shum, C.K.; Yi, Yuchan",2003,An atlas of XBT Thermal Structures and TOPEX/POSEIDON Sea Surface Heights in the North Indian Ocean,,,National Institute of Oceanography Dona Paula,Goa,,,125
"<b>Fischer, M.M.; De Gans, W.; Beets, D.J.</b> (1996). Coastal studies on the Holocene of the Netherlands. <i>Mededelingen (Rijks Geologische Dienst)</i>, 57. Rijks Geologische Dienst: Haarlem.  268 pp.","Fischer, M.M.; De Gans, W.; Beets, D.J.",1996,Coastal studies on the Holocene of the Netherlands,,Mededelingen (Rijks Geologische Dienst),Rijks Geologische Dienst,Haarlem,57,,268
"<b>Boyd, S.; Bushek, D.</b> (2006). The potential impact of the Asian isopod, <i>Synidotea laevidorsalis</i> (Miers 1881),on the Delaware Bay, USA, <b><i>in</i></b>: <i>New Jersey Water Resources Research Institute Annual Technical Report, FY 2006.</i> pp. 1-4","Boyd, S.; Bushek, D.",2006,"The potential impact of the Asian isopod, <i>Synidotea laevidorsalis</i> (Miers 1881),on the Delaware Bay, USA","New Jersey Water Resources Research Institute Annual Technical Report, FY 2006",,,,,,1-4
"<b>Appeltans, W.; Vanhoorne, B.; Vanden Berghe, E.; Hummel, H.</b> (2006). Jobs, images, projects and publications. <i>MarBEF Newsletter 4</i>: 12-14","Appeltans, W.; Vanhoorne, B.; Vanden Berghe, E.; Hummel, H.",2006,"Jobs, images, projects and publications",,MarBEF Newsletter,,,4,,12-14
Materials Science-Medziagotyra: Kaunas.  ISSN 1392-1320; e-ISSN 2029-7289,,0,Materials Science-Medziagotyra,,,,Kaunas,,,
(1926). Le sauvetage au littoral. <i>Revue de la Ligue Maritime Belge = Maandblad van den Belgischen Zeevaartbond 26(9)</i>: 165-166,,1926,Le sauvetage au littoral,,Revue de la Ligue Maritime Belge = Maandblad van den Belgischen Zeevaartbond,,,26,9,165-166
"<b>Edvardsen, M.</b> (2002). Coastal zone planning and management in the North Sea region: organizational aspects, <b><i>in</i></b>: Gomes, F.V. <i>et al.</i> (Ed.) <i>Littoral 2002: 6th International Symposium Proceedings: a multi-disciplinary Symposium on Coastal Zone Research, Management and Planning, Porto, 22-26 September 2002: volume 1.</i> pp. 105-113","Edvardsen, M.",2002,Coastal zone planning and management in the North Sea region: organizational aspects,"Littoral 2002: 6th International Symposium Proceedings: a multi-disciplinary Symposium on Coastal Zone Research, Management and Planning, Porto, 22-26 September 2002: volume 1",,,,,,105-113
"(1935). Sea Fisheries Statistical Tables, 1934. <i>Scottish Sea Fisheries Statistical Tables</i>. [S.n.]: [s.l.].  63 pp.",,1935,"Sea Fisheries Statistical Tables, 1934",,Scottish Sea Fisheries Statistical Tables,,,,,63
"<b>Bangmei, X.; Abbott, I.A.</b> (1985). The genus <i>Polycavernosa</i> Chang et Xia (Gracilariaceae, Rhodophyta): A comparison with <i>Gracilaria</i> Grev., and a key to the species, <b><i>in</i></b>: Abbott, I.A. (Ed.) <i>Taxonomy of economic seaweeds with reference to some Pacific and Caribbean species.</i> pp. 157-162","Bangmei, X.; Abbott, I.A.",1985,"The genus <i>Polycavernosa</i> Chang et Xia (Gracilariaceae, Rhodophyta): A comparison with <i>Gracilaria</i> Grev., and a key to the species",Taxonomy of economic seaweeds with reference to some Pacific and Caribbean species,,,,,,157-162
"<b>Storck, H.</b> (2011). Images d'Ostende: Les films ostendais = De Oostende films = The Ostend films [DVD]. Sous-titres néerlandais et anglais. Cinematek: Bruxelles.  2 DVDs [97 min] pp.","Storck, H.",2011,Images d'Ostende: Les films ostendais = De Oostende films = The Ostend films [DVD],,,Cinematek,Bruxelles,,,2 DVDs [97 min]
"<b>Krysov, A.; Røttingen, I.</b> (2011). Herring, <b><i>in</i></b>: Jakobsen, T. <i>et al.</i> (Ed.) <i>The Barents Sea: ecosystem, resources, management: Half a century of Russian-Norwegian cooperation.</i> pp. 215-224","Krysov, A.; Røttingen, I.",2011,Herring,"The Barents Sea: ecosystem, resources, management: Half a century of Russian-Norwegian cooperation",,,,,,215-224
(2003). De Europese Commissie erkent de rol van vrouwen in de visserij = The European Commission acknowledges women's role in fisheries. <i>Fishing in Europe = Visserij in Europa 17</i>: 3,,2003,De Europese Commissie erkent de rol van vrouwen in de visserij = The European Commission acknowledges women's role in fisheries,,Fishing in Europe = Visserij in Europa,,,17,,3
"Mémoires du Muséum national d'histoire naturelle. Série C, Sciences de la terre (1950). ISSN 0078-9763",,,"Mémoires du Muséum national d'histoire naturelle. Série C, Sciences de la terre (1950)",,,,,,,
"<b>Thompson, D'A. W.</b> (1909). Report on the salinity of the North Sea, <b><i>in</i></b>: North Sea Fisheries Investigation Committee <i>Fourth report (Northern Area) on fishery and hydrographic investigations in the North Sea and adjacent waters. 1906-1908. Hydrography.</i> pp. 79-98","Thompson, D'A. W.",1909,Report on the salinity of the North Sea,Fourth report (Northern Area) on fishery and hydrographic investigations in the North Sea and adjacent waters. 1906-1908. Hydrography,,,,,,79-98
"<b>Thessen, A.E.; Walls, R.L.; Vogt, L.; Singer, J.; Warren, R.; Buttigieg, P.L.; Balhoff, J.P.; Mungall, C.J.; McGuinness, D.L.; Stucky, B.J.; Yoder, M.J.; Haendel, M.A.</b> (2020). Transforming the study of organisms: phenomic data models and knowledge bases. <i>PLoS computational biology 16(11)</i>: e1008376. <a href=""https://hdl.handle.net/10.1371/journal.pcbi.1008376"" target=""_blank"">https://hdl.handle.net/10.1371/journal.pcbi.1008376</a>","Thessen, A.E.; Walls, R.L.; Vogt, L.; Singer, J.; Warren, R.; Buttigieg, P.L.; Balhoff, J.P.; Mungall, C.J.; McGuinness, D.L.; Stucky, B.J.; Yoder, M.J.; Haendel, M.A.",2020,Transforming the study of organisms: phenomic data models and knowledge bases,,PLoS computational biology,,,16,11,e1008376
"<b>Bos, D.; Goedman, J.C.</b> (1978). Naar een maatschappelijke ekologie : een onderzoek naar de kwantificering van het milieu. Rijn Schelde Instituut: Middelburg.  100 pp.","Bos, D.; Goedman, J.C.",1978,Naar een maatschappelijke ekologie : een onderzoek naar de kwantificering van het milieu,,,Rijn Schelde Instituut,Middelburg,,,100
"<b>König, D.</b> (1977). Transport. <i>Colloque sous les auspices de la Communauté économique Européenne au bénéfice des experts ACP à la conférence des nations unies sur le droit de la mer. Exploitation des Fonds Marins. Bruxelles, 22 au 25 février 1977</i>, 13. [S.n.]: [s.l.].  8 pp.","König, D.",1977,Transport,,"Colloque sous les auspices de la Communauté économique Européenne au bénéfice des experts ACP à la conférence des nations unies sur le droit de la mer. Exploitation des Fonds Marins. Bruxelles, 22 au 25 février 1977",,,13,,8
"<b>Rogie, H.</b> (2003). Maritiem panorama: Oostendse haven krijgt strategisch plan. <i>Neptunus (Zeebrugge) 46(273)</i>: 211-212","Rogie, H.",2003,Maritiem panorama: Oostendse haven krijgt strategisch plan,,Neptunus (Zeebrugge),,,46,273,211-212
"<b>Shewan, J.M.</b> (1962). The influence of irradiation preservation on the nutritive value of fish and fishery products, <b><i>in</i></b>: Heen, E. <i>et al.</i> <i>Fish in nutrition.</i> pp. 207-219","Shewan, J.M.",1962,The influence of irradiation preservation on the nutritive value of fish and fishery products,Fish in nutrition,,,,,,207-219
"<b>Ferdeghini, F.; Acunto, S.; Cocito, S.; Cinelli, F.</b> (2000). Variability at different spatial scales of a coralligenous assemblage at Giannutri Island (Tuscan Archipelago, northwest Mediterranean). <i>Hydrobiologia 440(1-3)</i>: 27-36. <a href=""https://hdl.handle.net/10.1023/A:1004124423718"" target=""_blank"">https://hdl.handle.net/10.1023/A:1004124423718</a>","Ferdeghini, F.; Acunto, S.; Cocito, S.; Cinelli, F.",2000,"Variability at different spatial scales of a coralligenous assemblage at Giannutri Island (Tuscan Archipelago, northwest Mediterranean)",,Hydrobiologia,,,440,1-3,27-36
"<b>Schwach, V.</b> (2007). Faded glory: The Norwegian voringen-expedition, 1876-1878, <b><i>in</i></b>: Benson, K.R. <i>et al.</i> (Ed.) <i>Extremes: oceanography's adventures at the Poles.</i> pp. 31-70","Schwach, V.",2007,"Faded glory: The Norwegian voringen-expedition, 1876-1878",Extremes: oceanography's adventures at the Poles,,,,,,31-70
<b>Waterloopkundig Laboratorium = Delft hydraulics laboratory</b> (1964). Duwvaartsluizen: eindverslag. Rapport modelonderzoek. [S.n.]: Delft.  127 pp.,Waterloopkundig Laboratorium = Delft hydraulics laboratory,1964,Duwvaartsluizen: eindverslag. Rapport modelonderzoek,,,,Delft,,,127
Governance-An International Journal of Policy Administration and Institutions. Wiley-Blackwell: Hoboken.  ISSN 0952-1895; e-ISSN 1468-0491,,0,Governance-An International Journal of Policy Administration and Institutions,,,Wiley-Blackwell,Hoboken,,,
Journal of Power Sources. ELSEVIER SCIENCE BV: Amsterdam.  ISSN 0378-7753; e-ISSN 1873-2755,,0,Journal of Power Sources,,,ELSEVIER SCIENCE BV,Amsterdam,,,
