String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination
"Gofas, S.; Le Renard, J.; Bouchet, P. (2001). Mollusca. in: Costello, M.J. et al. (eds), European Register of Marine Species: a check-list of the marine species in Europe and a bibliography of guides to their identification. <em>Patrimoines Naturels.</em> 50: 180-213.","Gofas, S.; Le Renard, J.; Bouchet, P.",2001,"Mollusca. in: Costello, M.J. et al. (eds), European Register of Marine Species: a check-list of the marine species in Europe and a bibliography of guides to their identification.",European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,Patrimoines Naturels,,,50,,180-213
"Valdés, Á. (2001). Deep-water phyllidiid nudibranchs (Gastropoda: Phyllidiidae) from the tropical south-west Pacific Ocean. <em>in: Bouchet, P. et al. (Ed.) Tropical deep-sea benthos. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 185: 331-368.","Valdés, Á.",2001,Deep-water phyllidiid nudibranchs (Gastropoda: Phyllidiidae) from the tropical south-west Pacific Ocean,Tropical Deep-Sea Benthos,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,185,,331-368
"Cristobo, F.J; Urgorri, V. (2001). Revision of the genus <i>Trachytedania</i> (Porifera: Poecilosclerida) with a description of<i>Trachytedania ferrolensis</i> sp.nov. from the north-east Atlantic. <em>Journal of the Marine Biological Association of the United Kingdom.</em> 81: 569-579.","Cristobo, F.J; Urgorri, V.",2001,Revision of the genus <i>Trachytedania</i> (Porifera: Poecilosclerida) with a description of<i>Trachytedania ferrolensis</i> sp.nov. from the north-east Atlantic.,,Journal of the Marine Biological Association of the United Kingdom,,,81,,569-579
"Huys, R. (2001). Copepoda - Harpacticoida. <em>In: Costello, M.J. et al. (eds.) European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels.</em> 50:268-280.","Huys, R.",2001,Copepoda - Harpacticoida.,European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,Collection Patrimoines Naturels,,,50,,268-280
"Brandt, S. (2001). Apicomplexa (free-living species). <em>in: Costello, M.J. et al. (Ed.) (2001). European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels.</em> 50: pp. 40.","Brandt, S.",2001,Apicomplexa (free-living species),European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,Collection Patrimoines Naturels,,,50,,40
"De Smet, G.; Vincx, M.; Vanreusel, A.; Vanhove, S.; Vanaverbeke, J.; Steyaert, M. (2001). Nematoda - free living. <em>In: Costello, M.J. et al. (Ed.) (2001). European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels, 50.</em> 161-174.","De Smet, G.; Vincx, M.; Vanreusel, A.; Vanhove, S.; Vanaverbeke, J.; Steyaert, M.",2001,Nematoda - free living,European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,"Collection Patrimoines Naturels, 50",,,,,161-174
"Houart, R. (2001). <i>Chicoreus (Triplex) setionoi</i> n. sp. (Gastropoda: Muricidae) from Arafura Sea, Pacific Ocean. <em>Novapex.</em> 2 (4): 145-148.","Houart, R.",2001,"<i>Chicoreus (Triplex) setionoi</i> n. sp. (Gastropoda: Muricidae) from Arafura Sea, Pacific Ocean",,Novapex,,,2,4,145-148
"van der Land, J. (2001). Ctenophora. <em>in: Costello, M.J. et al. (Ed.) (2001). European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification.</em> Collection Patrimoines Naturels 50: pp. 122-123.","van der Land, J.",2001,Ctenophora,European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,,Collection Patrimoines Naturels,,50,,122-123
"Deprez, T.; Mees, J.; Wooldridge, T.; Vincx, M. (2001). MYSIDLAN 4.0 Taxonomy and biodiversity of shallow coastal Mysidacea of the Western Indian Ocean [CD-ROM]. <em>Magda Vincx, Marine Biology Section: Gent.</em> 1 cd-rom pp.","Deprez, T.; Mees, J.; Wooldridge, T.; Vincx, M.",2001,MYSIDLAN 4.0 Taxonomy and biodiversity of shallow coastal Mysidacea of the Western Indian Ocean [CD-ROM],,"Magda Vincx, Marine Biology Section: Gent",,,,,1 cd-rom
"Huys, R. (2001). Splanchnotrophid systematics: a case of polyphyly and taxonomic myopia. Journal of Crustacean Biology 21(1):106-156. (ii.2001)","Huys, R.",2001,Splanchnotrophid systematics: a case of polyphyly and taxonomic myopia.,,Journal of Crustacean Biology,,,21,1,106-156. (ii.2001)
"Carballo, J.L. (2001). On the genus <i>Coelocalypta</i> (Porifera:Demospongiae) and other related fistulose halichondrid genera. <em>Cahiers de Biologie Marine.</em> 42 (3): 255-262.","Carballo, J.L.",2001,On the genus <i>Coelocalypta</i> (Porifera:Demospongiae) and other related fistulose halichondrid genera.,,Cahiers de Biologie Marine,,,42,3,255-262
"Berge, J.; Vader, W.; Galan, A. (2001). Type material of Stegocephalidae Dana, 1855 (Crustacea, Amphipoda) in the collections of the Natural History Museaum, London, including the description of seven new species. <em>Bull. nat. Hist. Mus. Lond. (Zool.).</em> 67(2): 109-136.","Berge, J.; Vader, W.; Galan, A.",2001,"Type material of Stegocephalidae Dana, 1855 (Crustacea, Amphipoda) in the collections of the Natural History Museaum, London, including the description of seven new species",,Bull. nat. Hist. Mus. Lond. (Zool.),,,67,2,109-136
"Edwards, M.; John, A.W.G.; Johns, D.G.; Reid, P.C. (2001). Case history and persistence of the non-indigenous diatom Coscinodiscus wailesii in the north-east Atlantic. <em>J. Mar. Biol. Ass. U.K.</em> 81(2): 207-211.","Edwards, M.; John, A.W.G.; Johns, D.G.; Reid, P.C.",2001,Case history and persistence of the non-indigenous diatom Coscinodiscus wailesii in the north-east Atlantic.,,J. Mar. Biol. Ass. U.K.,,,81,2,207-211
"Tita, G.; Desrosiers, G.; Vincx, M.; Gagné, J.-P.; Locat, J. (2001). Diversity and vertical distribution of nematode assemblages: the Saguenay fjord (Quebec, Canada). <em>Cah. Biol. Mar.</em> 42(3): 263-274.","Tita, G.; Desrosiers, G.; Vincx, M.; Gagné, J.-P.; Locat, J.",2001,"Diversity and vertical distribution of nematode assemblages: the Saguenay fjord (Quebec, Canada)",,Cah. Biol. Mar.,,,42,3,263-274
"d'Hondt, J.-L. (2001). Flustrina versus Neocheilostomina (Bryozoaires), remarques sur la biosystematique aux niveaux supraspecifiques. <em>Bulletin de la Société zoologique de France, Systematique.</em> 126: 391-406.","d'Hondt, J.-L.",2001,"Flustrina versus Neocheilostomina (Bryozoaires), remarques sur la biosystematique aux niveaux supraspecifiques",,"Bulletin de la Société zoologique de France, Systematique",,,126,,391-406
"Neira, C.; Gad, G.; Arroyo, N. L.; Decraemer, W. (2001). Glochinema bathyperuvensis sp. n. (Nematoda, Epsilonematidae): A new species from Peruvian bathyal sediments, SE Pacific Ocean. <em>Contributions to Zoology.</em> 70 (3): 147-159.","Neira, C.; Gad, G.; Arroyo, N. L.; Decraemer, W.",2001,"Glochinema bathyperuvensis sp. n. (Nematoda, Epsilonematidae): A new species from Peruvian bathyal sediments, SE Pacific Ocean",,Contributions to Zoology,,,70,3,147-159
"Sterrer, W. (2001). Gnathostomulida from Australia and Papua New Guinea. <em>Cah. Biol. Mar.</em> 42(4): 363-395.","Sterrer, W.",2001,Gnathostomulida from Australia and Papua New Guinea,,Cah. Biol. Mar.,,,42,4,363-395
"Bitar, G.; Kouli-Bitar, S. (2001). Nouvelles données sur la faune et la flore benthique de la côte Libanaise. Migration Lessepsienne. <em>Thalassia Salentina.</em> 25: 71-74.","Bitar, G.; Kouli-Bitar, S.",2001,Nouvelles données sur la faune et la flore benthique de la côte Libanaise. Migration Lessepsienne.,,Thalassia Salentina,,,25,,71-74
"De Blauwe, H. (2001). Hypophorella expansa  Ehlers, 1876 een algemeen mosdiertje in aangespoelde kokers van de perkamentkokerworm Chaetopserus variopedatus [Hypophorella expansa Ehlers, 1876 a common bryozoan in beached Chaetopterus variopedatus tubes]. [Sic. The correct spelling is 'Chaetopterus']. <em>De Strandvlo.</em> 21 (3): 102-104.","De Blauwe, H.",2001,"Hypophorella expansa  Ehlers, 1876 een algemeen mosdiertje in aangespoelde kokers van de perkamentkokerworm Chaetopserus variopedatus [Hypophorella expansa Ehlers, 1876 a common bryozoan in beached Chaetopterus variopedatus tubes]. [Sic. The correct spelling is 'Chaetopterus']",,De Strandvlo,,,21,3,102-104
"Buzzurro, G.; Hoarau, A.; Greppi, E.; Pelorce, J. (2001). Prima segnalazione di <i>Hinemoa cylindrica</i> (de Folin, 1879) per il Mediterraneo. <em>Bollettino Malacologico.</em> 37(1-4):  23-26.","Buzzurro, G.; Hoarau, A.; Greppi, E.; Pelorce, J.",2001,"Prima segnalazione di <i>Hinemoa cylindrica</i> (de Folin, 1879) per il Mediterraneo",,Bollettino Malacologico,,,37,1-4,23-26
"Çevik, C.; Öztürk, B.; Buzzuro, G. (2001). The presence of <i>Crassostrea virginica</i> (Gmelin, 1791) and <i>Saccostrea commercialis</i> (Iredale & Roughley, 1933) in the Eastern Mediterranean Sea. <em>La Conchiglia.</em> 298: 25-28.","Çevik, C.; Öztürk, B.; Buzzuro, G.",2001,"The presence of <i>Crassostrea virginica</i> (Gmelin, 1791) and <i>Saccostrea commercialis</i> (Iredale & Roughley, 1933) in the Eastern Mediterranean Sea",,La Conchiglia,,,298,,25-28
"<b>Høisaeter, T.; Johanessen, P.J.</b> (2001). <i>Xylodiscula planata</i> sp. nov., a ""lower"" heterobranch gastropod from Norwegian waters. <i>Sarsia 86</i>: 325-332","Høisaeter, T.; Johanessen, P.J.",2001,"<i>Xylodiscula planata</i> sp. nov., a ""lower"" heterobranch gastropod from Norwegian waters",,Sarsia,,,86,,325-332
"<b>Mulder, J.P.M.; van Koningsveld, M.; Owen, M.; Rawson, J.</b> (2001). COAST 3D: guidelines on the selection of CZM tools. Illustrated by applications to CZM problems on straight sandy coasts and on irregular coasts. <i>Rapport RIKZ = Report RIKZ</i>, 2001.020. Ministerie van Verkeer en Waterstaat. Rijksinstituut voor Kust en Zee (RIKZ): [s.l.].  43 + appendices pp.","Mulder, J.P.M.; van Koningsveld, M.; Owen, M.; Rawson, J.",2001,COAST 3D: guidelines on the selection of CZM tools. Illustrated by applications to CZM problems on straight sandy coasts and on irregular coasts,,Rapport RIKZ = Report RIKZ,Ministerie van Verkeer en Waterstaat. Rijksinstituut voor Kust en Zee (RIKZ),,2001.02,,43 + appendices
"<b>González, E.; Norambuena, R.; García, M.</b> (2001). Initial allocation of harvesting rights in the Chilean fishery for Patagonian toothfish, <b><i>in</i></b>: Shotton, R. (Ed.) <i>Case studies on the allocation of transferable quota rights in fisheries. FAO Fisheries Technical Paper = FAO Document technique sur les pêches,</i> 411: pp. 304-321","González, E.; Norambuena, R.; García, M.",2001,Initial allocation of harvesting rights in the Chilean fishery for Patagonian toothfish,Case studies on the allocation of transferable quota rights in fisheries,FAO Fisheries Technical Paper = FAO Document technique sur les pêches,,,,,304-321
"<b>Golyshin, P.N.; Timmis, K.N.; Yakimov, M.M.</b> (2001). Oil eating bacteria. <i>Bioworld 1</i>: 4-6","Golyshin, P.N.; Timmis, K.N.; Yakimov, M.M.",2001,Oil eating bacteria,,Bioworld,,,1,,4-6
"<b>Harrar, W.G.; Williams, A.J.; Barker, J.A.; Van Camp, M.</b> (2001). Modelling scenarios for the emplacement of palaeowaters in aquifer systems, <b><i>in</i></b>: Edmunds, W.M. <i>et al.</i> (Ed.) <i>Palaeowaters in coastal Europe: evolution of groundwater since the Late Pleistocene. Geological Society Special Publication,</i> 189: pp. 213-229","Harrar, W.G.; Williams, A.J.; Barker, J.A.; Van Camp, M.",2001,Modelling scenarios for the emplacement of palaeowaters in aquifer systems,Palaeowaters in coastal Europe: evolution of groundwater since the Late Pleistocene,Geological Society Special Publication,,,,,213-229
"<b>Chavatte, N.</b> (2001). Het hyperbenthos van de Oosterschelde en de Westerschelde: seizoenaliteit en patronen op middellange termijn. MSc Thesis. Universiteit Gent. Marine Biologie. Instituut voor Dierkunde. Vakgroep Morfologie, Systematiek en Ecologie: Gent. 148 pp.","Chavatte, N.",2001,Het hyperbenthos van de Oosterschelde en de Westerschelde: seizoenaliteit en patronen op middellange termijn,,,"Universiteit Gent. Marine Biologie. Instituut voor Dierkunde. Vakgroep Morfologie, Systematiek en Ecologie",Gent,,,148
"<b>Seynaeve, P.; Verstuyft, P.</b> (2001). Onderzoek naar en ontwikkeling van een 1D numeriek model ter bepaling van de langskracht op een schip gedurende het vullen en ledigen van een sluiskolk. MSc Thesis. De Nayer Instituut: St.-Katelijne-Waver.  xii, 177 pp.","Seynaeve, P.; Verstuyft, P.",2001,Onderzoek naar en ontwikkeling van een 1D numeriek model ter bepaling van de langskracht op een schip gedurende het vullen en ledigen van een sluiskolk,,,De Nayer Instituut,St.-Katelijne-Waver,,,"xii, 177"
"<b>Svavarsson, J.; Kristjánsson, B.K.</b> (2001). Depth-size related patterns of marine isopods in the Nordic Seas, <b><i>in</i></b>: Kensley, B. <i>et al.</i> (Ed.) <i>Isopod systematics and evolution. Crustacean Issues,</i> 13: pp. 277-288","Svavarsson, J.; Kristjánsson, B.K.",2001,Depth-size related patterns of marine isopods in the Nordic Seas,Isopod systematics and evolution,Crustacean Issues,,,,,277-288
"<b>de Louw, P.G.B.; Vermeulen, P.T.M.; Stuurman, R.; Reckman, J.</b> (2001). Waterconservering en peilbeheer in het BeNeLux-middengebied. Deelrapport 3: Bepaling van de effecten van waterconservering. TNO: Delft.","de Louw, P.G.B.; Vermeulen, P.T.M.; Stuurman, R.; Reckman, J.",2001,Waterconservering en peilbeheer in het BeNeLux-middengebied. Deelrapport 3: Bepaling van de effecten van waterconservering,,,TNO,Delft,,,
"<b>de Deckere, E.M.G.T.; Tolhurst, T.J.; de Brouwer, J.F.C.</b> (2001). Destabilisation of cohesive intertidal sediments by infauna, <b><i>in</i></b>: de Deckere, E.M.G.T. (2003). <i>Faunal influence on sediment stability in intertidal mudflats. NIOO Thesis,</i> 20: pp. 31-38","de Deckere, E.M.G.T.; Tolhurst, T.J.; de Brouwer, J.F.C.",2001,Destabilisation of cohesive intertidal sediments by infauna,Faunal influence on sediment stability in intertidal mudflats,NIOO Thesis,,,,,31-38
"Massin, C.; Norro, A.; Mallefet, J. (2002). Biodiversity of a wreck from the Belgian Continental Shelf: monitoring using scientific diving. Preliminary results. <em>Bulletin de l'Institut Royal des Sciences Naturelles de Belgique (Biologie).</em> 72: 67-72.","Massin, C.; Norro, A.; Mallefet, J.",2002,Biodiversity of a wreck from the Belgian Continental Shelf: monitoring using scientific diving. Preliminary results.,,Bulletin de l'Institut Royal des Sciences Naturelles de Belgique (Biologie),,,72,,67-72
"Borojevic, R.; Boury-Esnault, N.; Manuel, M.; Vacelet, J. (2002). Order Leucosolenida Hartman, 1958. Pp. 1157-1184. <em>In: Hooper, J.N.A.; Van Soest, R.W.M. (eds) (2002). Systema Porifera: a guide to the classification of sponges. 2 volumes.</em> Kluwer Academic/Plenum, NY, 1708 + xvliii. ISBN 0-306-47260-0 (printed version).","Borojevic, R.; Boury-Esnault, N.; Manuel, M.; Vacelet, J.",2002,"Order Leucosolenida Hartman, 1958. Pp. 1157-1184",Systema Porifera: a guide to the classification of sponges. 2 volumes,,Kluwer Academic/Plenum,NY,,,1708 + xvliii
"Orsi Relini, L. (2002). Occurrence of the South American fish <i>Pinguipes brasilianus</i> (Pinguipedidae) in the Mediterranean. <em>Cybium.</em> 26(2): 147-149.","Orsi Relini, L.",2002,Occurrence of the South American fish <i>Pinguipes brasilianus</i> (Pinguipedidae) in the Mediterranean,,Cybium,,,26,2,147-149
"Van Soest, R.W.M.; Hooper, J.N.A. (2002). Order Spirophorida Bergquist & Hogg, 1969. Pp. 83-84. <em>In: Hooper, J.N.A. & Van Soest, R.W.M. (eds) Systema Porifera. A guide to the classification of sponges. 2 volumes.</em> Kluwer Academic / Plenum Publishers: New York, 1708 + xlviii. ISBN 0-306-47260-0 (printed version).","Van Soest, R.W.M.; Hooper, J.N.A.",2002,"Order Spirophorida Bergquist & Hogg, 1969. Pp. 83-84",Systema Porifera. A guide to the classification of sponges. 2 volumes.,,Kluwer Academic / Plenum Publishers,New York,,,83-84
"Huang, H.-L.; Liu, S.-F. (2002). One new species of free-living marine nematodes from southeastern beach of Xiamen Island. <em>J. Oceanogr. Taiwan Strait = Taiwan Haixia.</em> 21(2): 177-180.","Huang, H.-L.; Liu, S.-F.",2002,One new species of free-living marine nematodes from southeastern beach of Xiamen Island,,J. Oceanogr. Taiwan Strait = Taiwan Haixia,,,21,2,177-180
"Lee, W. & R. Huys. (2002). A new genus of groundwater Ameiridae (Copepoda, Harpacticoida) from boreholes in Western Australia and the artificial status of Stygonitocrella Petkovski, 1976. Bulletin of the Natural History Museum Zoology Series 68(1): 39-50.","Lee, W. & R. Huys",2002,"A new genus of groundwater Ameiridae (Copepoda, Harpacticoida) from boreholes in Western Australia and the artificial status of Stygonitocrella Petkovski, 1976.",,Bulletin of the Natural History Museum Zoology Series,,,68,1,39-50
"Sartoni, G.; Boddi, S. (2002). <i>Ceramium bisporum</i> (Ceramiaceae, Rhodophyta), a new record for the Mediterranean algal flora. <em>Botanica marina.</em> 45: 566-570.","Sartoni, G.; Boddi, S.",2002,"<i>Ceramium bisporum</i> (Ceramiaceae, Rhodophyta), a new record for the Mediterranean algal flora",,Botanica marina,,,45,,566-570
"Davoult, D. (2002). Faune et flore du littoral du Pas-de-Calais et de la Manche orientale: mise à jour de la liste des espèces d'Echinodermes [Fauna and flora of the Pas-de-Calais coast and the eastern English Channel: review of the echinoderm species list]. <em>Rev. Trav. Stat. Mar. Wimereux.</em> 2001(24): 1-3.","Davoult, D.",2002,Faune et flore du littoral du Pas-de-Calais et de la Manche orientale: mise à jour de la liste des espèces d'Echinodermes [Fauna and flora of the Pas-de-Calais coast and the eastern English Channel: review of the echinoderm species list],,Rev. Trav. Stat. Mar. Wimereux,,,2001,24,1-3
"Dumont, H.J. & G.Y. Chiambeng. (2002). A third genus of freshwater calanoids (Copepoda, Diaptomidae, Diaptominae) in lowland tropical Africa: Camerundiaptomus, new genus. Journal of Crustacean Biology 22(3): 619-626.","Dumont, H.J. & G.Y. Chiambeng",2002,"A third genus of freshwater calanoids (Copepoda, Diaptomidae, Diaptominae) in lowland tropical Africa: Camerundiaptomus, new genus.",,Journal of Crustacean Biology,,,22,3,619-626
"Caraus, I. (2002). The algae of Romania. Studii si Cercetari. <em>Universitatea Bacau, Biologie.</em> 7: 1-694.","Caraus, I.",2002,The algae of Romania. Studii si Cercetari,,"Universitatea Bacau, Biologie",,,7,,1-694
"Appeltans, W. (2002). Phylogeny of the Holothuriidae (Echinodermata: Holothuroidea) inferred from morphology. <em>MSc Thesis. Vrije Universiteit Brussel: Brussel, Belgium.</em> 94 pp.","Appeltans, W.",2002,Phylogeny of the Holothuriidae (Echinodermata: Holothuroidea) inferred from morphology.,,"MSc Thesis. Vrije Universiteit Brussel: Brussel, Belgium",,,,,94
"Calles, A.K., L. Domínguez, S. Guartatanga, V. Ruiz, K. González, M.P. Cornejo R. De Gunauer & M. Vincx. (2002). Interannual variability of the meiobenthos and hyperbenthos communities from two Ecuadorian sandy beaches (1999-2001). <em>Investigaciones Marinas.</em> 30(1, Suppl. Symp., Valparaíso):135-137.","Calles, A.K., L. Domínguez, S. Guartatanga, V. Ruiz, K. González, M.P. Cornejo R. De Gunauer & M. Vincx",2002,Interannual variability of the meiobenthos and hyperbenthos communities from two Ecuadorian sandy beaches (1999-2001).,,Investigaciones Marinas,,,30,"1, Suppl. Symp., Valparaíso",135-137
"Mu, F.H. & R. Huys. (2002). New species of Stenhelia (Copepoda, Harpacticoida, Diosaccidae) from the Bohai Sea (China) with notes on subgeneric division and phylogenetic relationships. Cahiers de Biologie Marine 43 (2): 179-206.","Mu, F.H. & R. Huys",2002,"New species of Stenhelia (Copepoda, Harpacticoida, Diosaccidae) from the Bohai Sea (China) with notes on subgeneric division and phylogenetic relationships.",,Cahiers de Biologie Marine,,,43,2,179-206
"Alvarez, B.; Bergquist, P.R.; Battershill, C.N. (2002). Taxonomic revision of the genus <i>Latrunculia</i> Du Bocage (Porifera: Demospongiae: Latrunculiidae) in New Zealand. <em>New Zealand Journal of Marine and Freshwater Research.</em> 36: 151-184.","Alvarez, B.; Bergquist, P.R.; Battershill, C.N.",2002,Taxonomic revision of the genus <i>Latrunculia</i> Du Bocage (Porifera: Demospongiae: Latrunculiidae) in New Zealand,,New Zealand Journal of Marine and Freshwater Research,,,36,,151-184
"Simonini, R. (2002). Distribution and ecology of the genus <i>Ophryotrocha</i> (Polychaeta: Dorvilleidae) in Italian harbours and lagoons. <em>Vie Milieu.</em> 52: 59-65.","Simonini, R.",2002,Distribution and ecology of the genus <i>Ophryotrocha</i> (Polychaeta: Dorvilleidae) in Italian harbours and lagoons,,Vie Milieu,,,52,,59-65
"Gheskiere, T.; Hoste, E.; Kotwicki, L.; Degraer, S.; Vanaverbeke, J.; Vincx, M. (2002). The sandy beach meiofauna and free-living nematodes from De Panne (Belgium). <em>Bulletin de l'Institut Royal des Sciences Nature lles de Belgique.</em> 72(Suppl.): 43-49.","Gheskiere, T.; Hoste, E.; Kotwicki, L.; Degraer, S.; Vanaverbeke, J.; Vincx, M.",2002,The sandy beach meiofauna and free-living nematodes from De Panne (Belgium),,Bulletin de l'Institut Royal des Sciences Nature lles de Belgique,,,72,Suppl.,43-49
"Faasse, M.; De Blauwe, H. (2002). De exotische samengestelde zakpijp Botrylloides violaceus Oka, 1927 in Nederland (Ascidiacea: Pleurogona: Styelidae) [The exotic colonial tunicate Botrylloides violaceus Oka, 1927 in the Netherlands (Ascidiacea: Pleurogona: Styelidae)]. <em>Het Zeepaard.</em> 62(5): 136-141.","Faasse, M.; De Blauwe, H.",2002,"De exotische samengestelde zakpijp Botrylloides violaceus Oka, 1927 in Nederland (Ascidiacea: Pleurogona: Styelidae) [The exotic colonial tunicate Botrylloides violaceus Oka, 1927 in the Netherlands (Ascidiacea: Pleurogona: Styelidae)]",,Het Zeepaard,,,62,5,136-141
"De Blauwe, H. (2002). Determinatie en verspreiding van Tricellaria inopinata d'Hondt & Occhipinti Ambrogi (Bryozoa, Cheilostomatida), een recente immigrant uit het noorden van de Stille Oceaan. <em>Het Zeepaard.</em> 62(3): 73-88.","De Blauwe, H.",2002,"Determinatie en verspreiding van Tricellaria inopinata d'Hondt & Occhipinti Ambrogi (Bryozoa, Cheilostomatida), een recente immigrant uit het noorden van de Stille Oceaan",,Het Zeepaard,,,62,3,73-88
"Newman, L. J.; Cannon, L. R. G. (2002). The genus Cycloporus (Platyhelminthes: Polycladida) from Australasian waters. <em>Raffles Bulletin of Zoology.</em> 50(2): 287-299.","Newman, L. J.; Cannon, L. R. G.",2002,The genus Cycloporus (Platyhelminthes: Polycladida) from Australasian waters.,,Raffles Bulletin of Zoology,,,50,2,287-299
"Houart, R. (2002). Description of a new muricopsine species (Gastropoda: Muricidae) from Martinique, Lesser Antilles. <em>Novapex.</em> 3(4): 139-140.","Houart, R.",2002,"Description of a new muricopsine species (Gastropoda: Muricidae) from Martinique, Lesser Antilles",,Novapex,,,3,4,139-140
"Mienis, H.K. (2002). Marine molluscs from the Eastern Mediterranean 9. Again a new Indo-Pacific migrant: <i>Diodora funiculata</i>. <em>Spirula.</em> 327: 73. [in Dutch with English summary].","Mienis, H.K.",2002,Marine molluscs from the Eastern Mediterranean 9. Again a new Indo-Pacific migrant: <i>Diodora funiculata</i>.,,Spirula,,,327,,73
"Çeviker, D.; Albayrak, S. (2002). New record of an exotic Bivalve from the southeastern coast of Turkey: <i>Scapharca inflata</i> (Reeve, 1844). <em>La Conchiglia.</em> 305: 56-60.","Çeviker, D.; Albayrak, S.",2002,"New record of an exotic Bivalve from the southeastern coast of Turkey: <i>Scapharca inflata</i> (Reeve, 1844)",,La Conchiglia,,,305,,56-60
"<b>Deboeuf, C.; Herrier, J.-L.</b> (2002). The restoration of mudflats, salt marshes and dunes on the eastern bank of the Yzer-rivermouth, Nieuwpoort, <b><i>in</i></b>: Veloso Gomes, F. <i>et al.</i> (Ed.) <i>Littoral 2002: 6th International Symposium Posters: a multi-disciplinary Symposium on Coastal Zone Research, Management and Planning, Porto, 22-26 September 2002: volume 3.</i> pp. 201-202","Deboeuf, C.; Herrier, J.-L.",2002,"The restoration of mudflats, salt marshes and dunes on the eastern bank of the Yzer-rivermouth, Nieuwpoort","Littoral 2002: 6th International Symposium Posters: a multi-disciplinary Symposium on Coastal Zone Research, Management and Planning, Porto, 22-26 September 2002: volume 3",,,,,,201-202
"<b>Van Hooydonk, E. (Ed.)</b> (2002). De Belgisch-Nederlandse verkeersverbindingen: de Schelde in de XXIste eeuw. <i>Antwerpse Zeerechtdagen</i>. Maklu: Antwerpen. ISBN 90-6215-805-6. 521 pp.","Van Hooydonk, E. (Ed.)",2002,De Belgisch-Nederlandse verkeersverbindingen: de Schelde in de XXIste eeuw,,Antwerpse Zeerechtdagen,Maklu,Antwerpen,,,521
"<b>Oreskes, N.</b> (2002). Gravity surveys in the ""permanent"" ocean basins: An instrumental chink in a theoretical suit of armor, <b><i>in</i></b>: Benson, K.R. <i>et al.</i> (Ed.) <i>Oceanographic history: The Pacific and beyond. Proceedings of the Fifth International Congress on the History of Oceanography, La Jolla, California, July 1993.</i> pp. 502-510","Oreskes, N.",2002,"Gravity surveys in the ""permanent"" ocean basins: An instrumental chink in a theoretical suit of armor","Oceanographic history: The Pacific and beyond. Proceedings of the Fifth International Congress on the History of Oceanography, La Jolla, California, July 1993",,,,,,502-510
"<b>Missiaen, T.; Henriet, J.-P.</b> (2002). Chemical munition dump sites in coastal environments: a border-transgressing problem, <b><i>in</i></b>: Missiaen, T. <i>et al.</i> <i>Chemical munition dump sites in coastal environments.</i> pp. 1-12","Missiaen, T.; Henriet, J.-P.",2002,Chemical munition dump sites in coastal environments: a border-transgressing problem,Chemical munition dump sites in coastal environments,,,,,,1-12
"<b>Morcos, S.</b> (2002). The educational mission of marine sciences: A case study of East Africa, the early initiatives, 1930-80, <b><i>in</i></b>: Benson, K.R. <i>et al.</i> (Ed.) <i>Oceanographic history: The Pacific and beyond. Proceedings of the Fifth International Congress on the History of Oceanography, La Jolla, California, July 1993.</i> pp. 215-223","Morcos, S.",2002,"The educational mission of marine sciences: A case study of East Africa, the early initiatives, 1930-80","Oceanographic history: The Pacific and beyond. Proceedings of the Fifth International Congress on the History of Oceanography, La Jolla, California, July 1993",,,,,,215-223
<b>European federation of Marine Science and Technology Societies; Hellenic Oceanographers Association</b> (2002). Oceanographical Aspects for a Sustainable Mediterranean. First Scientific Conference: Athens 27-29 September 2002. [CD-ROM]. [S.n.]: [s.l.].  1 cd-rom pp.,European federation of Marine Science and Technology Societies; Hellenic Oceanographers Association,2002,Oceanographical Aspects for a Sustainable Mediterranean. First Scientific Conference: Athens 27-29 September 2002. [CD-ROM],,,[S.n.],,,,1 cd-rom
"<b>Viaene, P.</b> (2002). Advies i.v.m. een wijziging van het toevoerdebiet naar de nevengeul aan het stuwcomplex van Oudenaarde. Waterbouwkundig Laboratorium en Hydrologisch Onderzoek: Antwerpen. 7 pp.","Viaene, P.",2002,Advies i.v.m. een wijziging van het toevoerdebiet naar de nevengeul aan het stuwcomplex van Oudenaarde,,,Waterbouwkundig Laboratorium en Hydrologisch Onderzoek,Antwerpen,,,7
