String,Authors,Year,Title,bookTitle,SeriesTitle,publishers,City,Volume,Issue,Pagination
"<b>van der Horst, C.J.</b> (1921). The Madreporaria of the <i>Siboga</i> expedition: 2. Madreporaria Fungida. <i><i>Siboga</i>-Expeditie: uitkomsten op zoölogisch, botanisch, oceanographisch en geologisch gebied verzameld in Nederlandsch Oost-Indië 1899-1900 aan boord H.M. <i>Siboga</i> onder commando van Luitenant ter Zee 1e kl. G.F. Tydeman</i>, XVIb. E.J. Brill: Leiden.  1-46, plates I-VI pp.","van der Horst, C.J.",1921,The Madreporaria of the <i>Siboga</i> expedition: 2. Madreporaria Fungida,,"<i>Siboga</i>-Expeditie: uitkomsten op zoölogisch, botanisch, oceanographisch en geologisch gebied verzameld in Nederlandsch Oost-Indië 1899-1900 aan boord H.M. <i>Siboga</i> onder commando van Luitenant ter Zee 1e kl. G.F. Tydeman",E.J. Brill,Leiden,XVIb,,"1-46, plates I-VI"
Gardens Bulletin-Singapore: Singapore.  ISSN 0374-7859,,0,Gardens Bulletin-Singapore,,,,Singapore,,,
Sotsiologicheskie Issledovaniya: Moscow.  ISSN 0132-1625,,0,Sotsiologicheskie Issledovaniya,,,,Moscow,,,
Journal of Global Marketing: Abingdon.  ISSN 0891-1762,,0,Journal of Global Marketing,,,,Abingdon,,,
<b>R.V.</b> (1977). Oostendse koetsiers. <i>De Plate 6(4-8)</i>: 16-17,R.V.,1977,Oostendse koetsiers,,"De Plate: Tijdschrift Heemkundige Kring ""De Plate""",,,6,4-8,16-17
Journal of separation science. ISSN 1615-9306; e-ISSN 1615-9314,,,Journal of separation science,,,,,,,
"<b>Bouillon, S.</b> (2003). Carbon dynamics in mangrove ecosystems: interactions between intertidal and subtidal habitats, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>VLIZ Young Scientists' Day, Brugge, Belgium 28 February 2003: book of abstracts. VLIZ Special Publication,</i> 12: pp. 18","Bouillon, S.",2003,Carbon dynamics in mangrove ecosystems: interactions between intertidal and subtidal habitats,"VLIZ Young Scientists' Day, Brugge, Belgium 28 February 2003: book of abstracts",VLIZ Special Publication,,,,,18
"<b>Ferdeghini, F.; Acunto, S.; Cocito, S.; Cinelli, F.</b> (2000). Variability at different spatial scales of a coralligenous assemblage at Giannutri Island (Tuscan Archipelago, northwest Mediterranean). <i>Hydrobiologia 440(1-3)</i>: 27-36. <a href=""https://hdl.handle.net/10.1023/A:1004124423718"" target=""_blank"">https://hdl.handle.net/10.1023/A:1004124423718</a>","Ferdeghini, F.; Acunto, S.; Cocito, S.; Cinelli, F.",2000,"Variability at different spatial scales of a coralligenous assemblage at Giannutri Island (Tuscan Archipelago, northwest Mediterranean)",,Hydrobiologia,,,440,1-3,27-36
International Communications in Heat and Mass Transfer. PERGAMON-ELSEVIER SCIENCE LTD: Oxford.  ISSN 0735-1933; e-ISSN 1879-0178,,0,International Communications in Heat and Mass Transfer,,,PERGAMON-ELSEVIER SCIENCE LTD,Oxford,,,
"<b>Mienis, H.K.</b> (1986). Notes on molluscs from Cyprus: 5. A brief note concerning the family Pyramidulidae. <i>Levantina 62</i>: 673-674","Mienis, H.K.",1986,Notes on molluscs from Cyprus: 5. A brief note concerning the family Pyramidulidae,,Levantina,,,62,,673-674
"<b>Minchinton, W.</b> (1990). Corporate ship operation from the late sixteenth to the late eighteenth century. <i>Int .J. Marit. Hist. 2(1)</i>: 117-154. <a href=""https://hdl.handle.net/10.1177/084387149000200107"" target=""_blank"">https://hdl.handle.net/10.1177/084387149000200107</a>","Minchinton, W.",1990,Corporate ship operation from the late sixteenth to the late eighteenth century,,International Journal of Maritime History,,,2,1,117-154
"<b>Condon, R.H.; Graham, W.M.; Duarte, C.M.; Pitt, K.A.; Lucas, C.H.; Haddock, S.H.D.; Sutherland, K.R.; Robinson, K.L.; Dawson, M.N.; Decker, M.B.; Mills, C.E.; Purcell, J.E.; Malej, A.; Mianzan, H.; Uye, S.-I.; Gelcich, S.; Madin, L.P.</b> (2012). Questioning the rise of gelatinous zooplankton in the world's oceans. <i>BioScience 62(2)</i>: 160-169. <a href=""http://dx.doi.org/10.1525/bio.2012.62.2.9"" target=""_blank"">dx.doi.org/10.1525/bio.2012.62.2.9</a>","Condon, R.H.; Graham, W.M.; Duarte, C.M.; Pitt, K.A.; Lucas, C.H.; Haddock, S.H.D.; Sutherland, K.R.; Robinson, K.L.; Dawson, M.N.; Decker, M.B.; Mills, C.E.; Purcell, J.E.; Malej, A.; Mianzan, H.; Uye, S.-I.; Gelcich, S.; Madin, L.P.",2012,Questioning the rise of gelatinous zooplankton in the world's oceans,,BioScience,,,62,2,160-169
Brazilian Journal of Morphological Sciences: Campinas.  ISSN 0102-9010,,0,Brazilian Journal of Morphological Sciences,,,,Campinas,,,
"<b>van der Male, K.</b> (1996). De morfologische veranderingen op de Zeeschelde 1961-1992. <i>Werkdocument RIKZ</i>, ABD 96.837x. Rijksinstituut voor Kust en Zee (RIKZ): Middelburg.  28 + bijlagen pp.","van der Male, K.",1996,De morfologische veranderingen op de Zeeschelde 1961-1992,,Werkdocument RIKZ,Rijksinstituut voor Kust en Zee (RIKZ),Middelburg,ABD 96.837x,,28 + bijlagen
"<b>Lavi, A.</b> (1983). Innovative ocean energy systems: prospects and problems, <b><i>in</i></b>: Brewer, P.G. (Ed.) <i>Oceanography, the present and future: from the Proceedings of 'Will we use the oceans wisely-the next fifty years in oceanography', September 29-October 2, 1980, Woods Hole, Massachusetts, USA.</i> pp. 327-345","Lavi, A.",1983,Innovative ocean energy systems: prospects and problems,"Oceanography, the present and future: from the Proceedings of 'Will we use the oceans wisely-the next fifty years in oceanography', September 29-October 2, 1980, Woods Hole, Massachusetts, USA",,,,,,327-345
"<b>Redactie VMM</b> (1996-2003). Lozingen in het water, jaarverslag emissiemeetnet, 1996. Vlaamse Milieumaatschappij: [s.l.].",Redactie VMM,1996,"Lozingen in het water, jaarverslag emissiemeetnet, 1996",,,Vlaamse Milieumaatschappij,,,,
<b>Militair Geografisch Instituut</b> (1965). Oostduinkerke 11/8. Opmeting door aerofotogrammetrie in 1950. Luchtopname in 1948-1949. Gedeeltelijke niet-metrische aanvulling in 1961. <i>Carte topographique analogique de la Belgique à l'echelle de 1:10.000 = Analoge topografische kaart van België op 1:10.000</i>. Militair Geografisch Instituut = Institut Géographique Militaire: Brussel.  1 map pp.,Militair Geografisch Instituut,1965,Oostduinkerke 11/8,,Carte topographique analogique de la Belgique à l'echelle de 1:10.000 = Analoge topografische kaart van België op 1:10.000,Militair Geografisch Instituut = Institut Géographique Militaire,Brussel,,,1 map
"<b>Bijoy Nandan, S.; Priyaja, P.; Jayachandran, P.R. (Ed.)</b> (2020). Frontiers in benthic science. Directorate of Public Relations and Publications, CUSAT: Kochi. ISBN 978-81-936217-7-6. 306 pp.","Bijoy Nandan, S.; Priyaja, P.; Jayachandran, P.R. (Ed.)",2020,Frontiers in benthic science,,,"Directorate of Public Relations and Publications, CUSAT",Kochi,,,306
"<b>Carion, A.; Markey, A.; Hétru, J.; Carpentier, C.; Suarez-Ulloa, V.; Denoël, M.; Earley, R.L.; Silvestre, F.</b> (2020). Behavior and gene expression in the brain of adult self-fertilizing mangrove rivulus fish (<i>Kryptolebias marmoratus</i>) after early life exposure to the neurotoxin β-N-methylamino-l-alanine (BMAA). <i>NeuroToxicology 79</i>: 110-121. <a href=""https://hdl.handle.net/10.1016/j.neuro.2020.04.007"" target=""_blank"">https://hdl.handle.net/10.1016/j.neuro.2020.04.007</a>","Carion, A.; Markey, A.; Hétru, J.; Carpentier, C.; Suarez-Ulloa, V.; Denoël, M.; Earley, R.L.; Silvestre, F.",2020,Behavior and gene expression in the brain of adult self-fertilizing mangrove rivulus fish (<i>Kryptolebias marmoratus</i>) after early life exposure to the neurotoxin β-N-methylamino-l-alanine (BMAA),,NeuroToxicology,,,79,,110-121
"<b>Sergienko, H.D.; Zagaykevich, I.K.; Roshko, V.G.</b> (1988). Почвенные членистоногие Украинских Карпат = Soil arthropoda of the Ukrainian Carpathians. Naukova Dumka Press: Kyiv. ISBN 5-12-000280-3. 244 pp.","Sergienko, H.D.; Zagaykevich, I.K.; Roshko, V.G.",1988,Почвенные членистоногие Украинских Карпат = Soil arthropoda of the Ukrainian Carpathians,,,Naukova Dumka Press,Kyiv,,,244
"<b>Jahnke, A.; Arp, H.P.H.; Escher, B.I.; Gewert, B.; Gorokhova, E.; Kühnel, D.; Ogonowski, M.; Potthoff, A.; Rummel, C.; Schmitt-Jansen, M.; Toorman, E.; MacLeod, M.</b> (2017). Reducing uncertainty and confronting ignorance about the possible impacts of weathering plastics in the marine environment. <i>Environmental Science & Technology Letters 4(3)</i>: 85-90. <a href=""https://hdl.handle.net/10.1021/acs.estlett.7b00008"" target=""_blank"">https://hdl.handle.net/10.1021/acs.estlett.7b00008</a>","Jahnke, A.; Arp, H.P.H.; Escher, B.I.; Gewert, B.; Gorokhova, E.; Kühnel, D.; Ogonowski, M.; Potthoff, A.; Rummel, C.; Schmitt-Jansen, M.; Toorman, E.; MacLeod, M.",2017,Reducing uncertainty and confronting ignorance about the possible impacts of weathering plastics in the marine environment,,Environmental Science & Technology Letters,,,4,3,85-90
"(1998). Neptunus 41(250). <i>Neptunus (Zeebrugge)</i>, 41(250). Neptunus (vzw): Oostende.  76 pp.",,1998,Neptunus 41(250),,Neptunus (Zeebrugge),Neptunus (vzw),Oostende,41,250,76
"<b>Le Traon, P.Y.; Larnicol, G.; Dibarboure, G.; Roquet, H.; Le Borgne, P.</b> (2002). Remote sensing data for the Mediterranean Forecasting System Pilot Project, <b><i>in</i></b>: Flemming, N.C. (Ed.) <i>Operational oceanography: implementation at the European and regional scales.</i> pp. 219-224","Le Traon, P.Y.; Larnicol, G.; Dibarboure, G.; Roquet, H.; Le Borgne, P.",2002,Remote sensing data for the Mediterranean Forecasting System Pilot Project,"Operational oceanography: Implementation at the European and regional scales: Proceedings of the second international conference on EuroGOOS 11-13 March 1999, Rome, Italy",Elsevier Oceanography Series,,,,,219-224
"<b>Gendron, L.; Ouellet, P.</b> (2009). Egg development trajectories of early and late-spawner lobsters (<i>Homarus americanus</i>) in the Magdalen Islands, Québec. <i>J. Crust. Biol. 29(3)</i>: 356-363. <a href=""https://hdl.handle.net/10.1651/08-3098.1"" target=""_blank"">https://hdl.handle.net/10.1651/08-3098.1</a>","Gendron, L.; Ouellet, P.",2009,"Egg development trajectories of early and late-spawner lobsters (<i>Homarus americanus</i>) in the Magdalen Islands, Québec",,Journal of Crustacean Biology,,,29,3,356-363
"<b>Leppäranta, M.</b> (2005). The drift of sea ice. Springer-Verlag: Berlin. ISBN 3-540-40881-9. VIII, 266 pp. <a href=""https://hdl.handle.net/10.1007%2Fb138386"" target=""_blank"">https://hdl.handle.net/10.1007%2Fb138386</a>","Leppäranta, M.",2005,The drift of sea ice,,,Springer-Verlag,Berlin,,,"VIII, 266"
FAO Aquaculture Newsletter. FAO/Food and Agriculture Organisation: Rome.  ISSN 1020-3443; e-ISSN 1564-3468,,1992,FAO Aquaculture Newsletter,,,"FAO, Food and Agriculture Organisation",Rome,,,
"<b>Angel, M.V.; John, A.W.G.</b> (2017). Crustacea: Ostracoda, <b><i>in</i></b>: Castellani, C. <i>et al.</i> (Ed.) <i>Marine plankton: A practical guide to ecology, methodology, and taxonomy.</i> pp. 410-419","Angel, M.V.; John, A.W.G.",2017,Crustacea: Ostracoda,"Marine plankton: A practical guide to ecology, methodology, and taxonomy",,,,,,410-419
Meddelanden Fran Goteborgs Naturhistoriska Museum: Goteborg.  ISSN 1651-131X,,0,Meddelanden Fran Goteborgs Naturhistoriska Museum,,,,Goteborg,,,
"<b>Kontara, E.K.M.; Merchie, G.; Lavens, P.; Nelis, H.; De Leenheer, A.P.; Sorgeloos, P.</b> (1995). Improved larviculture outputs of postlarval shrimp <i>Penaeus vannamei</i> through supplementation of L-ascorbyl-2-polyphosphate in the diet, <b><i>in</i></b>: Lavens, P. <i>et al.</i> (Ed.) <i>Larvi '95: Fish & Shellfish Symposium, Gent, Belgium, September 3-7, 1995. EAS Special Publication,</i> 24: pp. 230-234","Kontara, E.K.M.; Merchie, G.; Lavens, P.; Nelis, H.; De Leenheer, A.P.; Sorgeloos, P.",1995,Improved larviculture outputs of postlarval shrimp <i>Penaeus vannamei</i> through supplementation of L-ascorbyl-2-polyphosphate in the diet,"Larvi '95: Fish & Shellfish Symposium, Gent, Belgium, September 3-7, 1995",EAS Special Publication,,,,,230-234
"<b>Bevilacqua, S.; Sandulli, R.; Plicanti, A.; Terlizzi, A.</b> (2012). Taxonomic distinctness in Mediterranean marine nematodes and its relevance for environmental impact assessment. <i>Mar. Pollut. Bull. 64(7)</i>: 1409-1416. <a href=""https://hdl.handle.net/10.1016/j.marpolbul.2012.04.016"" target=""_blank"">https://hdl.handle.net/10.1016/j.marpolbul.2012.04.016</a>","Bevilacqua, S.; Sandulli, R.; Plicanti, A.; Terlizzi, A.",2012,Taxonomic distinctness in Mediterranean marine nematodes and its relevance for environmental impact assessment,,Marine Pollution Bulletin,,,64,7,1409-1416
"<b>Knidiri, A.; Daoudi, L.; El Ouahabi, M.; Rhouta, B.; Rocha, F.; Fagel, N.</b> (2014). Palaeogeographic controls on palygorskite occurrence in Maastrichtian-Palaeogene sediments of the Western High Atlas and Meseta Basins (Morocco). <i>Clay Miner. 49(4)</i>: 595-608. <a href=""https://hdl.handle.net/10.1180/claymin.2014.049.4.08"" target=""_blank"">https://hdl.handle.net/10.1180/claymin.2014.049.4.08</a>","Knidiri, A.; Daoudi, L.; El Ouahabi, M.; Rhouta, B.; Rocha, F.; Fagel, N.",2014,Palaeogeographic controls on palygorskite occurrence in Maastrichtian-Palaeogene sediments of the Western High Atlas and Meseta Basins (Morocco),,Clay minerals,,,49,4,595-608
"<b>Hopwood, M.J.; Carroll, D.; Browning, T. J.; Meire, L.; Mortensen, J.; Krisch, S.; Achterberg, E.P.</b> (2018). Non-linear response of summertime marine productivity to increased meltwater discharge around Greenland. <i>Nature Comm. 9(1)</i>: 3256. <a href=""https://doi.org/10.1038/s41467-018-05488-8"" target=""_blank"">https://doi.org/10.1038/s41467-018-05488-8</a>","Hopwood, M.J.; Carroll, D.; Browning, T. J.; Meire, L.; Mortensen, J.; Krisch, S.; Achterberg, E.P.",2018,Non-linear response of summertime marine productivity to increased meltwater discharge around Greenland,,Nature Communications,,,9,1,3256
"<b>van Bochove, C.</b> (2005). Market integration and the North Sea system (1600-1800), <b><i>in</i></b>: Brand, H. <i>et al.</i> (Ed.) <i>The dynamics of economic culture in the North Sea- and Baltic Region in the Late Middle Ages and Early Modern Period.</i> pp. 155-169","van Bochove, C.",2005,Market integration and the North Sea system (1600-1800),The dynamics of economic culture in the North Sea- and Baltic Region in the Late Middle Ages and Early Modern Period,,,,,,155-169
"<b>Coornaert, M.</b> (1976). De Vlaamse vissers in de Middeleeuwen, <b><i>in</i></b>: Coornaert, M. <i>Heist en de Eiesluis: de geschiedenis, de topografie en de toponimie van Heist met een studie over de Eiesluis. Studies in opdracht van het gemeentebestuur van Knokke-Heist,</i> II: pp. 75-138","Coornaert, M.",1976,De Vlaamse vissers in de Middeleeuwen,"Heist en de Eiesluis: de geschiedenis, de topografie en de toponimie van Heist met een studie over de Eiesluis",Studies in opdracht van het gemeentebestuur van Knokke-Heist,,,,,75-138
"<b>Lavalle, P.D.</b> (2003). Space-time transfer function models of beach and shoreline data for medium-term shoreline monitoring programs, <b><i>in</i></b>: Lakhan, V.C. (Ed.) <i>Advances in coastal modeling. Elsevier Oceanography Series,</i> 67: pp. 533-552","Lavalle, P.D.",2003,Space-time transfer function models of beach and shoreline data for medium-term shoreline monitoring programs,Advances in coastal modeling,Elsevier Oceanography Series,,,,,533-552
"<b>De Vos, L.; Rooms, E.</b> (2004). Tactisch een Staats, strategisch een Paaps succes: de militaire campagnes van Aartshertog Albrecht tot en met de slag bij Nieuwpoort, <b><i>in</i></b>: Thomas, W. (Ed.) <i>De val van het Nieuwe Troje. Het beleg van Oostende 1601-1604.</i> pp. 35-45","De Vos, L.; Rooms, E.",2004,"Tactisch een Staats, strategisch een Paaps succes: de militaire campagnes van Aartshertog Albrecht tot en met de slag bij Nieuwpoort",De val van het Nieuwe Troje: het beleg van Oostende 1601-1604,,,,,,35-45
"<b>Cattrijsse, A.</b> (1994). Schorkreken in het brakke deel van het Westerschelde estuarium als habitat voor vissen en macrocrustacea. PhD Thesis. Universiteit Gent, Vakgroep morfologie, systematiek en ecologie: Gent. V, 123 pp.","Cattrijsse, A.",1994,Schorkreken in het brakke deel van het Westerschelde estuarium als habitat voor vissen en macrocrustacea,,,"Universiteit Gent, Vakgroep morfologie, systematiek en ecologie",Gent,,,"V, 123"
"<b>Paderi, F.</b> (1946). Rilievi sperimentali sui profili di rigurgito (tests on profiles of hydraulic jumps). Institute of hydraulics of Pisa university: Pisa.","Paderi, F.",1946,Rilievi sperimentali sui profili di rigurgito (tests on profiles of hydraulic jumps),,,Institute of hydraulics of Pisa university,Pisa,,,
"<b>Peeters, B.; Defloor, W.; De Jongh, I.; D’hont, D.; Fronhoffs, A.; Lermytte, J.; Ottoy, N.; Vanhille, A.; Verlé, W.; Voet, M.; Michielsen, S.; Vanneuville, W.</b> (2011). Milieurapport Vlaanderen. MIRA Achtergronddocument 2010: waterkwantiteit. Vlaamse Milieumaatschappij: [s.l.].  70 pp.","Peeters, B.; Defloor, W.; De Jongh, I.; D’hont, D.; Fronhoffs, A.; Lermytte, J.; Ottoy, N.; Vanhille, A.; Verlé, W.; Voet, M.; Michielsen, S.; Vanneuville, W.",2011,Milieurapport Vlaanderen. MIRA Achtergronddocument 2010: waterkwantiteit,,,Vlaamse Milieumaatschappij,,,,70
"<b>Netzband, A.; Christiansen, H.; Maass, B.; Meyer-Nehls, R.; Werner, G.</b> (1996). Umlagerung von Baggergut aus dem Hamburger Hafen in der Tideelbe: Zusammenfassung der Ergebnisse der Untersuchungen in den Jahren 1994 bis 1996. <i>Ergebnisse aus dem baggergutuntersuchungsprogramm</i>, 7. Freie und Hansestadt Hamburg Wirtschaftsbehörde Strom und Hafenbau: Hamburg.  93 pp.","Netzband, A.; Christiansen, H.; Maass, B.; Meyer-Nehls, R.; Werner, G.",1996,Umlagerung von Baggergut aus dem Hamburger Hafen in der Tideelbe: Zusammenfassung der Ergebnisse der Untersuchungen in den Jahren 1994 bis 1996,,Ergebnisse aus dem baggergutuntersuchungsprogramm,Freie und Hansestadt Hamburg Wirtschaftsbehörde Strom und Hafenbau,Hamburg,7,,93
"<b>van de Linde, F.W.J.; Grevink, D.</b> (2003). Barcode op tunnelsegment houdt reparaties bij. <i>Land + Water 43(1/2)</i>: 42-43","van de Linde, F.W.J.; Grevink, D.",2003,Barcode op tunnelsegment houdt reparaties bij,,Land + Water: vakblad voor de praktijk van civiel- en milieutechnici,,,43,1/2,42-43
"<b>Uithol, F.M.; Bakker, M.</b> (2000). Handleiding bij @-ivis versie 1.0 : elektronische langetermijnvisie schelde-estuarium. Resource Analysis: Delft.  14 pp.","Uithol, F.M.; Bakker, M.",2000,Handleiding bij @-ivis versie 1.0 : elektronische langetermijnvisie schelde-estuarium,,,Resource Analysis,Delft,,,14
"<b>Balakirev, E.S.; Kravchenko, A.Y.; Semenchenko, A.A.</b> (2020). Genetic evidence for a mixed composition of the genus <i>Myoxocephalus</i> (Cottoidei: Cottidae) necessitates generic realignment. <i>Genes 11</i>: 1071. <a href=""https://hdl.handle.net/10.3390/genes11091071"" target=""_blank"">https://hdl.handle.net/10.3390/genes11091071</a>","Balakirev, E.S.; Kravchenko, A.Y.; Semenchenko, A.A.",2020,Genetic evidence for a mixed composition of the genus <i>Myoxocephalus</i> (Cottoidei: Cottidae) necessitates generic realignment,,Genes,,,11,,1071
"<b>Aerts, F.; Van Eerdenbrugh, C.; Janssens, P.; De Schrijver, P.</b> (1996). Antwerp - containerkaai noord dewatering for the construction of the new quay wall, use of models for predicting the effect of dewatering and for determining the protective measures, <b><i>in</i></b>: <i>11th International Harbour Congress, Antwerpen, June 17-21, 1996: proceedings.</i> pp. 203-214","Aerts, F.; Van Eerdenbrugh, C.; Janssens, P.; De Schrijver, P.",1996,"Antwerp - containerkaai noord dewatering for the construction of the new quay wall, use of models for predicting the effect of dewatering and for determining the protective measures","11th International Harbour Congress, Antwerpen, June 17-21, 1996: proceedings",,,,,,203-214
Electric Power Components and Systems. TAYLOR & FRANCIS INC: Philadelphia.  ISSN 1532-5008; e-ISSN 1532-5016,,0,Electric Power Components and Systems,,,TAYLOR &amp; FRANCIS INC,Philadelphia,,,
"<b>Cuveliers, E.L.; Bolle, L.J.; Volckaert, F.A.M.; Maes, G.E.</b> (2009). Influence of DNA isolation from historical otoliths on nuclear-mitochondrial marker amplification and age determination in an overexploited fish, the common sole (<i>Solea solea</i> L.). <i>Mol. Ecol. Resour. 9(3)</i>: 725-732. <a href=""http://dx.doi.org/10.1111/j.1755-0998.2009.02516.x"" target=""_blank"">dx.doi.org/10.1111/j.1755-0998.2009.02516.x</a>","Cuveliers, E.L.; Bolle, L.J.; Volckaert, F.A.M.; Maes, G.E.",2009,"Influence of DNA isolation from historical otoliths on nuclear-mitochondrial marker amplification and age determination in an overexploited fish, the common sole (<i>Solea solea</i> L.)",,Molecular Ecology Resources,,,9,3,725-732
Journal of Virology. American Society for Microbiology: Washington DC.  ISSN 0022-538x; e-ISSN 1098-5514,,1967,Journal of Virology,,,American Society for Microbiology,Washington DC,,,
"<b>Kennish, M.J.; Lutz, P.L. (Ed.)</b> CRC Marine Science Series.","Kennish, M.J.; Lutz, P.L. (Ed.)",,CRC Marine Science Series,,,,,,,
"<b>Gerbier, N.; Berenger, M.</b> (1960). Etudes expérimentales des ondes dues au relief. [S.n.]: Paris.","Gerbier, N.; Berenger, M.",1960,Etudes expérimentales des ondes dues au relief,,,,Paris,,,
"<b>Guennoc, P.; Galtier, L.</b> (2000). EU-SEASED : a searchable internet database of seabed samples held at European institutions, <b><i>in</i></b>: Trentesaux, A. <i>et al.</i> <i>Marine Sandwave Dynamics, International Workshop, March 23-24 2000, University of Lille 1, France. Proceedings.</i>","Guennoc, P.; Galtier, L.",2000,EU-SEASED : a searchable internet database of seabed samples held at European institutions,"Marine Sandwave Dynamics, International Workshop, March 23-24 2000, University of Lille 1, France. Proceedings",,,,,,
"<b>Lamoot, I.; Vandenberghe, C.; Bauwens, D.; Hoffmann, M.</b> (2004). Grazing behaviour of free-ranging donkeys and Shetland ponies in different reproductive states, <b><i>in</i></b>: Lamoot, I. <i>Foraging behaviour and habitat use of large herbivores in coastal dune landscape = Foerageergedrag en habitatgebruik van grote herbivoren in een kustduinlandschap.</i> pp. 108-126","Lamoot, I.; Vandenberghe, C.; Bauwens, D.; Hoffmann, M.",2004,Grazing behaviour of free-ranging donkeys and Shetland ponies in different reproductive states,Foraging behaviour and habitat use of large herbivores in coastal dune landscape = Foerageergedrag en habitatgebruik van grote herbivoren in een kustduinlandschap,,,,,,108-126
"<b>Monballyu, M.; Pirlet, H.</b> (2015). Tourism and recreation, <b><i>in</i></b>: Pirlet, H. <i>et al.</i> (Ed.) <i>Compendium for Coast and Sea 2015: An integrated knowledge document about the socio-economic, environmental and institutional aspects of the coast and sea in Flanders and Belgium.</i> pp. 201-210","Monballyu, M.; Pirlet, H.",2015,Tourism and recreation,"Compendium for Coast and Sea 2015: An integrated knowledge document about the socio-economic, environmental and institutional aspects of the coast and sea in Flanders and Belgium",,,,,,201-210
"<b>de Vriend, H.J.; van Koningsveld, M.; Aarninkhof, S.G.J.; de Vries, M.B.; Baptist, M.J.</b> (2015). Sustainable hydraulic engineering through building with nature. <i>J. Hydro-environ. Res. 9(2)</i>: 159–171. <a href=""http://hdl.handle.net/10.1016/j.jher.2014.06.004"" target=""_blank"">http://hdl.handle.net/10.1016/j.jher.2014.06.004</a>","de Vriend, H.J.; van Koningsveld, M.; Aarninkhof, S.G.J.; de Vries, M.B.; Baptist, M.J.",2015,Sustainable hydraulic engineering through building with nature,,Journal of Hydro-environment Research,,,9,2,159–171
"<b>Recchia, C.; Saint-Laurent, C.; Hackman, A.</b> (1995). World Wildlife Fund's Endangered Spaces Campaign: focus on marine protected areas, <b><i>in</i></b>: Shackell, N.L. <i>et al.</i> (Ed.) <i>Marine Protected Areas and Sustainable Fisheries: Proceedings of the Symposium on Marine Protected Areas and Sustainable Fisheries conducted at the Second International Conference on Science and the Management of Protected Areas, held at Dalhousie University, Halifax, Nova Scotia, Canada, 16-20 May 1994.</i> pp. 220-226","Recchia, C.; Saint-Laurent, C.; Hackman, A.",1995,World Wildlife Fund's Endangered Spaces Campaign: focus on marine protected areas,"Marine Protected Areas and Sustainable Fisheries: Proceedings of the Symposium on Marine Protected Areas and Sustainable Fisheries conducted at the Second International Conference on Science and the Management of Protected Areas, held at Dalhousie University, Halifax, Nova Scotia, Canada, 16-20 May 1994",,,,,,220-226
"<b>Hijbeek, R.; Dahdouh-Guebas, F.; Kairo, J.G.; Schoukens, J.; Koedam, N.</b> (2009). A sample of bias, the bias in sampling, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>Book of abstracts: an overview of marine research in Belgium anno 2009. 10th VLIZ Young Scientists' Day. Special edition at the occasion of 10 years VLIZ. VLIZ Special Publication,</i> 43: pp. 71","Hijbeek, R.; Dahdouh-Guebas, F.; Kairo, J.G.; Schoukens, J.; Koedam, N.",2009,"A sample of bias, the bias in sampling",Book of abstracts: an overview of marine research in Belgium anno 2009. 10th VLIZ Young Scientists' Day. Special edition at the occasion of 10 years VLIZ,VLIZ Special Publication,,,,,71
"(2008). Schelde Nieuwsbrief 57. <i>Schelde Nieuwsbrief</i>, 57. Schelde InformatieCentrum: [s.l.].  8 pp.",,2008,Schelde Nieuwsbrief 57,,Schelde Nieuwsbrief,Schelde InformatieCentrum,,57,,8
Rivista di Filologia e di Istruzione Classica: Torino.  ISSN 0035-6220,,0,Rivista di Filologia e di Istruzione Classica,,,,Torino,,,
"<b>Engelberts, A.; Van Avesaath, P.H.; Hummel, H.</b> (2009). Duurzame Schelpentransport Najaar 2009 Datarapport. <i>Monitor Taskforce Publication Series</i>, 2009-12. NIOO-CEME: Yerseke.","Engelberts, A.; Van Avesaath, P.H.; Hummel, H.",2009,Duurzame Schelpentransport Najaar 2009 Datarapport,,Monitor Taskforce Publication Series,NIOO-CEME,Yerseke,2009-12,,
"<b>Engelsma, M.Y.; Haenen, O.L.M.</b> (2003). Ziekten en plagen van schelpdieren in Nederland. <i>Aquacultuur 18(3)</i>: 22-25","Engelsma, M.Y.; Haenen, O.L.M.",2003,Ziekten en plagen van schelpdieren in Nederland,,Aquacultuur,,,18,3,22-25
"(2002). ""Ostende"": 18de eeuws plan en panorama van de stad Oostende: handgekleurde kopergravure, uitgegeven door Georg Matthäus Seutter (1678-1757), Augsburg, ca. 1730 [MAP]. Facsimile edition. <i>Contribution à l'étude du micro-plankton des eaux saumâtres de la Belgique</i>. Mappamundi: Knokke.  1 map, 1 text pp.",,2002,"Ostende: 18de eeuws plan en panorama van de stad Oostende: handgekleurde kopergravure, uitgegeven door Georg Matthäus Seutter (1678-1757), Augsburg, ca. 1730 [MAP]",,Contribution à l'étude du micro-plankton des eaux saumâtres de la Belgique,Mappamundi,Knokke,,,"1 map, 1 text"
